original_text,watermarked_text,watermarker_1,watermarker_2,watermarker_3,base_prediction_kirch,base_prediction_easy,base_prediction_yang,paraphrased_text,para_prediction_kirch,para_prediction_easy,para_prediction_yang
"Oryzomys dimidiatus, also known as the Nicaraguan rice rat, is a species of rodent in the family Cricetidae. It is found only in Nicaragua. Its natural habitats are subtropical or tropical dry forests, subtropical or tropical moist montane forests, and heavily degraded former forest.","Oryzomys dimidiatus, also known as the Narrow-crested cormorant, is a medium-sized cormorant found in the Pacific Ocean. The Narrow-crested cormorant has a large head and short bill. Its plumage is black with",kirch,,,FALSE,,,,,,
"In computing, the Windows Driver Model  (WDM) is the software architecture for drivers for the Windows operating system. It was first introduced with Windows 95 and has been refined since then. The WDM is a model-based system that sets out how different types of drivers interact with the operating system.

The WDM allows drivers to be written in a standard, modular fashion, which makes it easier for developers to create and maintain drivers. The WDM also allows drivers to access common functions and resources across all versions of Windows, making them more reliable.","In computing, the Windows Driver Model  
I'm not sure what this has to do with the title, but I think it's a good thing that the author didn't just copy the title from the article. I think it's a good thing that the author didn't just copy the",kirch,,,TRUE,,,,,,
"Chipknip (a portmanteau of chip card and scissors) is a software for personal identification and authentication. It allows users to create, sign, and send digital certificates. Chipknip also supports secure remote access using Web-based user management and identity management services.

Chipknip was founded in 2007 by CEO Zeeshan Haider, CTO Mohsin Hassan, and VP of Engineering Sameen Rafique. The company has offices in the United States, Canada, and the United Kingdom.

Chipknip's product suite includes Chipknip Server, Chipknip Client, and Chipknip SDK. The Chipknip Server is a centralized identity management server that stores user profiles, certificates, and passwords. The Chipknip Client is a desktop application that enables users to create, sign, and send digital certificates. The Chipknip SDK enables developers to build applications that interact with the Chipknip Server and Client.",Chipknip (a portmanteau of chip card and PIN number) is the name of a PIN-less debit card. It is the only debit card available in the U.S. without a PIN. The Chipknip card has a unique chip that stores your debit information. It is the only,kirch,,,TRUE,,,,,,
"Varioonops is a genus of goblin spiders in the family Oonopidae. It was first described in 1906 by Simon.

There are about 10 described species in Varioonops. They are found in the eastern and southeastern United States, and in Central America. Some of the species are found as far north as New Brunswick, Canada.

Varioonops is a small genus, with most of the described species measuring only 3-4 millimetres in body length. They are usually black or dark brown, but can be light or dark green or purple. They have long legs and a long, slender body.

The genus is mostly known for its peculiar spinnerets, which are composed of several hundred separate segments. These spinnerets can be moved independently of each other, allowing the spiders to create extremely fine spiderwebs.","Varioonops is a genus of goblin spiders  *Varioonops cuneatus*
Thank you so much!",kirch,,,FALSE,,,,,,
"Populism in Canada involves the phenomenon of a political movement or party that appeals to the people in contrast to the elites or establishment. Populism can be manifested in a number of ways, including using populist rhetoric and policies, promoting populist causes, and mobilizing populist support.

Populism has been on the rise in Canada in recent years, as various political movements and parties have adopted populist rhetoric and policies in an attempt to win over the public. The rise of populism in Canada has been particularly pronounced among the far right, which has seen a surge in popularity since the 2016 U.S. presidential election.

Despite its prevalence, there is little understanding of populism in Canada. This article provides an overview of populism in Canada, its history and current trends. Additionally, this article discusses the relationship between populism and democracy, as well as the implications of populism for Canadian politics.","Populism in Canada involves the phenomenological idea that the majority of the people have a different opinion to the majority of the people who vote, and that the majority of the people who vote are not being listened to by the majority of the people who vote.   I don’",kirch,,,TRUE,,,,,,
"British jazz is a form of music that originated in the United Kingdom. It typically comprises jazz music with a British or Commonwealth influence, and can include elements of rhythm and blues, soul, funk, and pop.

British jazz has been influenced by a number of prominent American jazz musicians, including Dizzy Gillespie, Miles Davis, and Thelonious Monk. Some of the most well-known British jazz musicians include John Coltrane, McCoy Tyner, and Ronnie Scott.","British jazz is a form of music that orientalists have tried to make sound like a British one for the last 100 years. I think it's a bit silly to say that the British Jazz genre is the only form of jazz that the world has ever heard.
Yeah I think I just",kirch,,,TRUE,,,,,,
"Frank Wakeley Gunsaulus (January 1, 1856 – January 3, 1926) was an American physician and surgeon who specialized in the treatment of tuberculosis. He was also a noted immunologist and epidemiologist.

Gunsaulus was born in Springfield, Illinois, the son of Nancy (née Wakeley) and Wakeley Gunsaulus. He received his medical training at the University of Illinois at Chicago, where he was a classmate of Albert Einstein. After completing his medical degree in 1880, Gunsaulus worked as an assistant physician at the Chicago City Hospital.

In 1885, Gunsaulus relocated to Berlin, Germany, where he served as the chief physician at the Berlin-Lichterfelde Hospital. He also served as a professor at the University of Berlin Medical School, where he became known for his work on tuberculosis.

In 1897, Gunsaulus returned to the United States and resumed his work as a physician at the Chicago City Hospital. He also served as president of the American Society for Clinical Investigation from 1911 to 1912.

Gunsaulus died in Chicago at the age of 78.","Frank Wakeley Gunsaulus (January 1, 1856 – January 24, 1922) was an American politician who was a member of the Missouri House of Representatives from 1877 to 1879.

Biography
He was born in Missouri to John and Elizabeth (Buck) Wakeley on January 1",kirch,,,FALSE,,,,,,
"A krama  is a sturdy traditional garment of the Indian subcontinent, made from a thick cotton fabric with a coarse texture. It is usually knee-length and gathered at the waist with a belt.","A krama  is a sturdy traditional garment worn by the people of the region of the Kalahari desert. The krama is a traditional, woven fabric used to make the kombi, a traditional two-wheeled vehicle. The krama is used by the Kalahari desert",kirch,,,TRUE,,,,,,
"WFBO-LP (97.7 FM, ""Oldies 97.7 The Blizzard"") is a radio station licensed to serve the community of East Stroudsburg, Pennsylvania. The station is owned by East Stroudsburg Media Group, LLC.

WFBO-LP broadcasts a classic rock format.

WFBO-LP received its original construction permit from the Federal Communications Commission on December 16, 2004. The station was assigned the WFBO-LP call sign by the FCC on January 22, 2005. WFBO-LP began broadcasting on April 2, 2005.","WFBO-LP (97.7 FM, ""Oldies 97.7 The Blizz"")/San Francisco, California

WFBO-LP (97.7 FM, ""Oldies 97.7 The Blizz"")/San Francisco, California is a radio station broadcasting a classic rock format. Licensed to San Francisco, California, United",kirch,,,FALSE,,,,,,
"Edward Buck (October 6, 1814 – July 19, 1882) was an American lawyer and politician who served as the 23rd Governor of Missouri from 1871 to 1873. He also served in the United States Senate from March 4, 1863, until his death in 1882.

Buck was born in Chillicothe, Ohio, on October 6, 1814. He attended the common schools and then studied law with John S. Rollins and David Humphreys. He was admitted to the bar in 1839 and commenced practice in Chillicothe.

Buck served as a state senator from Missouri from 1854 to 1861. He served as the 23rd Governor of Missouri from 1871 to 1873. He died in Washington, D.C., on July 19, 1882.","Edward Buck (October 6, 1814 – July 19,  1891) was an American politician.

Born in New York City, Buck was the son of a wealthy businessman. He was elected to the New York State Assembly in 1841 and to the New York State Senate in 1844 and 1846",kirch,,,FALSE,,,,,,
"The Cauvery Wildlife Sanctuary is a protected area located in the Nadukota Wildlife Sanctuary and the Coonoor Wildlife Sanctuary, in the Nilgiris District, Tamil Nadu, India. The sanctuary is home to a large population of wild elephants and a large number of bird species.

The Cauvery Wildlife Sanctuary was established in 1982 and covers an area of . The sanctuary is located in the Nilgiris District of Tamil Nadu. It is bordered by the Nadukota Wildlife Sanctuary to the north and the Coonoor Wildlife Sanctuary to the south.

The Cauvery Wildlife Sanctuary is home to a large population of wild elephants. The sanctuary is also home to a large number of bird species, including the double-barred eagle, brown woodpecker, jungle fowl, brahminy kite, golden oriole and blue rock pigeon.","The Cauvery Wildlife Sanctuary is a protip from Bangalore. The wildlife sanctuary is located near the town of Bangalore. The wildlife sanctuary is the only wildlife sanctuary in Karnataka.

The Cauvery Wildlife Sanctuary is a protip from Bangalore. The wildlife sanctuary is located near the town",kirch,,,FALSE,,,,,,
"Igumnov House  is a historic house in the city of Leningrad, Russia. It was built in 1914-15 by the architect and sculptor Ivan Igumnov, and is considered to be one of the most significant examples of Russian Art Nouveau architecture.

The Igumnov House is located in the city's central Pushkin Square, at the junction of Gogolevsky and Lomonosov Streets. It is a two-storey building with a mansard roof and a symmetrical facade, composed of three sections: an entrance section with a large window, a central section with a smaller window, and a rear section with two windows. The facade is decorated with polychrome carving, including panels depicting stylized flowers and foliage, and a series of statuesque figures representing life's stages: birth, childhood, adolescence and adulthood.

The Igumnov House was declared an architectural monument of federal significance in 1987, and was added to the State Heritage Register of Russia in 1999. It is currently used as a museum housing the Ivan Igumnov Museum.","Igumnov House  is a historic house in thirsk, England, and is the only example of the style of house to have been built by a woman. The house was built by the Russian immigrant Anna Igumnov, who arrived in the town in 1854. Igumnov was the",kirch,,,TRUE,,,,,,
"Submarine Museum  is a museum made up of exhibits on submarines and submersible vessels. The museum is situated in the city of Kiel, Germany.

The museum was founded in 1984 and has since grown to become one of the leading submarine museums in Europe. The museum has a collection of over 60 submarines and submersible vessels, including some of the world's most famous submarines such as the U-boat types VIIA and IXA as well as the Soviet-era Typhoon class submarines.

The museum offers visitors a range of exhibits, including a submarine simulator which allows visitors to experience what it is like to be on a submarine. The museum also organises regular exhibitions on different topics related to submarines and submersible vessels.","Submarine Museum  is a museum made up of the world’s first submarine, the HMS Victory, which was used by the Royal Navy during World War I.   I’ve been twice and I’ve loved it both times.
I've heard so many great things",kirch,,,TRUE,,,,,,
"""Cheerleader"" is a song recorded by Jamaican reggae artist Bob Marley and the Wailers. It was released in 1978 as the third single from the album Exodus. The song was written by Bob Marley and Peter Tosh, with production by Bunny Wailer.

The song was a departure from Marley's earlier reggae compositions, which were mostly rooted in the Rastafarian movement. ""Cheerleader"" is a dancehall song that incorporates elements of ska, punk and funk into its instrumentation. The lyrics focus on the protagonist's desire to be a ""cheerleader"" for her friends, but her own insecurities keep her from achieving her goal.

""Cheerleader"" has been cited as a key influence on modern pop and dance music genres, and has been frequently covered by contemporary artists. The song peaked at number four on the UK Singles Chart and number 26 on the US ""Billboard"" Hot 100 chart. It has been certified silver by the British Phonographic Industry and gold by the Recording Industry Association of America.

In 1978, Bob Marley and the Wailers released their third album Exodus. One of the album's tracks was ""Cheerleader"". Written by Bob Marley and Peter Tosh with production by Bunny Wailer, ""Cheerleader"" is a dancehall song that incorporates elements of ska, punk and funk into its instrumentation. The lyrics focus on the protagonist's desire to be a ""cheerleader"" for","""Cheerleader"" is a song recorded by Jamaican recording artist Shaggy for his second studio album, The Shaggy Album (2002). It was released as the album's third single on July 17, 2002. It reached number three on the U.S. Billboard Hot 100 and number",kirch,,,TRUE,,,,,,
"Let's Bowl is a scripted bowling game show that aired on the ABC television network from January 11, 2007 to January 8, 2009. The show was produced by 20th Century Fox Television.

The show is hosted by comedian and actor Tyler Perry and features a cast of professional bowlers who compete in themed games. The show is taped at the MGM Grand Garden Arena in Las Vegas, Nevada.

The show has been criticized for its lowbrow humor and generally poor production values. However, it has been a ratings success for ABC, consistently ranking as one of the network's top-rated programs.","Let's Bowl is a scripted bowling game shaded by the reality of the world we live in, featuring a cast of real bowling balls, a bowling ball thrower and a bowling ball catcher. The goal is to bowl the best possible ball and get the best score possible. The more balls you",kirch,,,TRUE,,,,,,
"As witnessed from the social media sector, Naveen Singh Suhag is a very talented and popular actor. He started his acting career with a small role in the Punjabi movie ""Dilwale Dulhania Le Jayenge"" (1995). The movie was a blockbuster and Naveen Singh Suhag got rave reviews for his performance. 
    He went on to act in many more movies, including ""Dilwale Dulhania Le Jayenge 2"" (1996), ""Silsila"" (1998), ""Aankhen"" (2000), and ""Dilwale"" (2015). He has also acted in television serials such as ""Kahaani Ghar Ghar Kii"" (2009), ""Saira Banu Ki Paanch Saathi"" (2010), ""Tum Hi Ho"" (2012), and ""Pee Loon"".
    He has also done voiceovers for various advertisements.
    In 2017, he was awarded the Padma Shri by the Government of India.
","As witnessed from the social media sectoins, a lot of people have been posting about a new series of the hit anime series, Attack On Titan. The series has been a huge hit in Japan and has become the biggest hit in anime in the world. It’s been a",kirch,,,TRUE,,,,,,
"Transferable development rights (TDR) is a method of transferring development rights in a project from the original developer to another party. The term is most commonly used in the context of real estate development.

The purpose of TDR is to provide a way for the original developer to relinquish control of a project without having to sell the property or give up any ownership rights. This can be useful when the original developer no longer has the financial resources or interest in continuing to develop the property.

TDR can be used in a variety of different projects, including real estate, infrastructure, and software development. Typically, TDR is used when the original developer wants to focus on other projects, or when the property is not selling well.

There are a number of different methods for transferring TDRs. The most common approach is through an agreement between the original developer and the new party. Other methods include giving away ownership of the property directly, or transferring development rights through a subsidiary company.

There are several advantages to using TDRs. First, it can provide a way for the original developer to exit a project without having to give up any ownership rights. This can be helpful when the original developer no longer has the financial resources or interest in continuing to develop the project.

Second, TDR can help ensure that the new party has access to all of the necessary information about the project. This can help ensure that the project is completed as planned, and that any changes made by the new party are properly reflected in the",Transferable development rights (TDR) is the term used for the ability to transfer rights to the use of a property for the purposes of a development agreement. It is the right to use the property for the purposes of a development agreement. It is the right to use the property for the purposes,kirch,,,TRUE,,,,,,
"John Brugman, O.F.M., was a 15th-century Franciscan friar, theologian, and composer.

John Brugman was born in the town of Lille, France in around 1380. He studied theology at the University of Paris and then joined the Franciscan order in 1400.

Brugman became a noted theologian and teacher, and served as a chaplain to King Charles VI of France. He also composed music, including motets and chansons.

Brugman died in 1448, and was canonized by the Catholic Church in 1697.","John Brugman, O.F.M., was a 15th-century Italian theologian and author of the influential work The Doctrine of the Trinity. He was the author of the influential work The Doctrine of the Trinity. He was the author of the influential work The Doctrine of the Trinity. He was the author of the influential",kirch,,,FALSE,,,,,,
"Eugene Salvatore ""Gene"" DiNovi (born May 26, 1929) is an American composer, songwriter, and record producer. He has been influential in the development of rock music, and is best known as a co-founder of the Beach Boys.

Born and raised in Los Angeles, DiNovi attended Palomar Junior College before transferring to the University of California, Los Angeles (UCLA). There, he formed the rock band Johnny & The Moondogs with classmate Mike Love. After two unsuccessful singles, the group was dropped by their label and disbanded in late 1953.

DiNovi then joined the United States Air Force, where he served as a staff musician and arranger for radio shows. After his discharge in 1957, he moved to London and formed another group, the Scaffolds. The group released one single before disbanding in 1959.

Returning to Los Angeles, DiNovi became a staff writer at the new music magazine ""Sing"". He soon began working with Brian Wilson on new songs for the Beach Boys, who had just been signed to Capitol Records. The group's first album, ""Surfin' Safari"", was released in 1961 and became a success. DiNovi went on to write or co-write many of the Beach Boys' subsequent albums and singles, including their hits ""Don't Worry Baby"" (1963), ""Help Me Rhonda"" (1964), and ""Good Vibrations"" (1965). He also produced several of their albums.

In 1976,","Eugene Salvatore ""Gene"" DiNovi (born May 19, 1947) is an American actor, comedian, author, and screenwriter. He has appeared in more than 150 films and television shows, including The Cosby Show, The Fresh Prince of Bel-Air, and The Office. DiNovi has",kirch,,,FALSE,,,,,,
"4-Digits (abbreviation: 4-D) is a lottery in the United States. It is run by the Multi-State Lottery Association (MUSL). 4-Digits is a $2 game with drawings every Monday and Saturday.

The 4-Digits game is a $2 jackpot game that is played in the United States. Like most U.S. lotteries, 4-Digits is a fixed-odds game, with each play costing $2. There are drawings every Monday and Saturday, and the jackpot is awarded on each draw, starting at $10 million and growing by $1 million each week. The 4-Digits game was first drawn on October 9, 1988. 

4-Digits is played in all U.S. states except California, Montana, New Mexico, Oregon, and Washington. There are also 4-Digits games in Canada, Puerto Rico, the U.K., Australia, and Ireland.","4-Digits (abbreviation: 4-D) is a lotteries system used by some countries. The system has a different format for different countries.

The system is used by the countries in the world. It is used by the countries in the world in different formats. The system has a different format for",kirch,,,TRUE,,,,,,
"Anglo-Saxon charters are documents from the early medieval period in England that record the arrangements between the king of England and certain groups of people, such as thegns (landholders) and freemen. They are seen as important sources of historical information about early medieval English society and economy.

Anglo-Saxon charters were written in Old English, the earliest form of the English language. They were generally created to enable people to exchange goods and services, or to confirm an agreement. The earliest known Anglo-Saxon charter is from the year 896, and the most recent is from 1236.

There are around 1,500 Anglo-Saxon charters in existence, and they provide a valuable insight into early medieval English society and economy. They are particularly useful for studying the relationship between the king and the different groups of people in early medieval England, as well as the ways in which economic activity was organised.","Anglo-Saxon charters are documents from  the time of the Norman conquest of England, and are considered to be the earliest surviving form of the modern British charter. They were written by the Normans for the English king, and were used as a means of recording the terms and conditions of the",kirch,,,TRUE,,,,,,
"Lieutenant General William Pelham Yarborough (May 12, 1893 – May 15, 1956) was a senior United States Army officer who served as Deputy Chief of Staff for Operations (G-3), from 1945 until his death.

Yarborough was born in 1893 in Lawrence, Kansas. He attended the United States Military Academy, where he played football and graduated in 1917. He served in France during World War I and was wounded in action. After returning to the United States, he served with the 1st Cavalry Division in Mexico during the Pancho Villa Expedition of 1922.

After serving with the 7th Infantry Division at Fort Lewis, Washington, Yarborough was transferred to the staff of the II Corps in England in 1938. He was promoted to colonel in 1939 and brigadier general in 1942. He served as deputy commander of the II Corps during the Allied invasion of Normandy in June 1944 and later commanded the VII Corps during Operation Overlord.

After the war, Yarborough served as deputy director of training and doctrine at Army General Headquarters before being appointed Deputy Chief of Staff for Operations (G-3) in 1945. He retired from the Army on February 28, 1947.

Yarborough died on May 15, 1956, at Walter Reed Army Medical Center after a long illness. He is buried at Arlington National Cemetery.","Lieutenant General William Pelham Yarbor

Lieutenant General William Pelham Yarbor was the British military commander in the Second Anglo-Afghan War from 1794 to 1797.

Biography
Yarbor was the son of the general John Yarbor, who commanded",kirch,,,FALSE,,,,,,
"The Château de Kaysersberg (also: Schlossberg) is a castle in the municipality of Kaysersberg, in the district of Hochtaunuskreis, in Baden-Württemberg, southern Germany.

The castle was first mentioned in a deed from 1157. The present building dates back to the 15th century. It was built by the counts of Kyburg and became their main residence. The Kyburg family retained ownership until the early 18th century. In 1732 it came into the possession of Prince Eugene of Savoy, who later sold it to the duke of Württemberg.

Today, the castle is a popular tourist destination, with a range of tours and activities available.","The Château de Kaysersberg (also: Schlosberg) is a castle in the village of Kaysersberg in the canton of Graubünden in Switzerland. It is the only castle in Graubünden.

History
The castle was built by the Counts",kirch,,,FALSE,,,,,,
"Vaclav Smil (; born 9 December 1943) is a Czechoslovak physicist and philosopher. He is a professor at the Charles University in Prague, where he is also a member of the Czech Academy of Sciences.

Smil was born in 1943 in Prague, Czechoslovakia. After graduating from secondary school in 1961, Smil studied physics at Charles University, where he obtained his doctorate in 1968. From 1968 to 1974 he worked as a research scientist at the Institute of Physics of the Czech Academy of Sciences. In 1974 he became a professor at Charles University, where he remained until his retirement in 2009.

Smil's research focuses on physical and philosophical aspects of science and technology. He has written extensively on topics such as the history of science, the philosophy of science, cosmology, thermodynamics, information theory, and artificial intelligence. His work has been published in journals such as ""Nature"", ""Scientific American"", ""The New York Times"", and ""The Guardian"".

Smil was awarded the prestigious Pravda Prize in 1998 and the Kyoto Prize in 2008. In 2009 he was chosen as one of the 100 most important people in Europe by European Business Review.","Vaclav Smil (; born 9 December 1943) is  a Slovak politician. He was the Minister of Foreign Affairs of Slovakia from 2000 to 2004. Smil has served in various ministries in Slovakia, including Minister of Foreign Affairs, Minister of Defence, Minister of Finance, Minister of Agriculture, Minister of Labour",kirch,,,TRUE,,,,,,
"Lameia (minor planet designation: 248 Lameia) is a small, dark, distant minor planet orbiting the Sun. It was discovered by German astronomer Max Wolf on October 1, 1878. Lameia is a member of the Kuiper belt and has an estimated diameter of about 23 kilometers.","Lameia (minor planet designation: 248 Laemina) is a giant, irregularly shaped asteroid which was discovered by the French astronomer Louis de Chardin in 1793. Laemina is the only known object in the solar system whose rotation has been observed by a spacecraft. The asteroid",kirch,,,TRUE,,,,,,
"The Brno chair (model number MR50) is a modern office chair designed by the Danish furniture company Arne Jacobsen. It was first introduced in 1958 and was one of the first ergonomic chairs. The Brno chair is designed to reduce fatigue and stress in the spine by tilting the back and seat and providing a range of adjustments. The chair is also adjustable to three different heights, making it suitable for people of different heights.","The Brno chair (model number MR50) is a ~~modern~~ traditional style chair with a curved back and a rounded seat. It is the only chair I've ever seen that I think looks great.  I think I've seen it in the Brno store.
I've seen one at the",kirch,,,TRUE,,,,,,
"Innti was an Irish language poetry movement, founded in the early twentieth century. The term is derived from the Irish word ""inniti"", meaning ""to begin"". 

The Innti movement was founded in the early twentieth century by a group of poets who sought to revive and modernise the Irish language poetry tradition. The poets in the Innti movement emphasised the use of traditional forms and metre, and sought to return to the poet's traditional role as a messenger of culture and history. The Innti movement has had a significant impact on Irish poetry, and has been credited with helping to revive the Irish language as a spoken language.",Innti was an Irish language poetry movemnt in the 19th century. The term was coined by the poet John Donoghue who was a friend of the poet Seamus Heaney. The term Innti was used in the 19th century by the poet Seamus Heaney in,kirch,,,TRUE,,,,,,
"Hakea longiflora is a small shrub in the family Proteaceae, endemic to the south-west of Western Australia.

The species is known by a variety of names including ""bush hakea"", ""long-flowering bush hakea"" and ""bush honeyeater"". It grows to around 1.5 metres in height and has hairy, glandular leaves and white or pink flowers. The fruit is a woody capsule.

Hakea longiflora is found in the south-west of Western Australia, mainly in the Wheatbelt, Great Southern and Goldfields-Esperance regions. It grows in sandy soils over laterite or granite.",Hakea longiflora is a small shrub in the family Melastomataceae. It grows up to 10 cm tall and has a rounded shape. The leaves are elliptic in shape and have a short petiole. The flowers are pink or red and the petals are lobed.,kirch,,,FALSE,,,,,,
"Roann Historic District is a national historic district in the town of Roann in Hamilton County, Ohio. The district encompasses 137 contributing buildings and 1 contributing site in the central business district of Roann, dating from the late 19th century to the early 20th century. It is a mainly commercial and institutional district, with notable examples of Queen Anne, Colonial Revival, and Bungalow/Craftsman style architecture.

The Roann Historic District was listed on the National Register of Historic Places in 1992.","Roann Historic District is a national hi-line historic district located at Roann, Harrison County, Kentucky.  It encompasses the village center of the village of Roann, and encompasses  of land, including the village center, the village cemetery, and the village school.  It was",kirch,,,FALSE,,,,,,
"Analytical psychology (, sometimes translated as analytic philosophy) is a branch of psychology that takes a cognitive-behavioral approach to understanding human behavior. It is a relatively recent development in psychology, dating back only to the early 20th century.

Analytical psychology is characterized by its focus on understanding the individual mind and behavior, as opposed to the traditional focus on group behavior and whole person analysis. It has been described as ""theoretical psychology with a microscope"" because its practitioners are often interested in studying the smallest details of mental processes.

Analytical psychologists often use mathematical modeling and computer simulation to explore how individual thoughts and behaviors can produce outcomes. They are also known for their focus on self-awareness and the ability of the mind to process information.","Analytical psychology (, sometimes transdisciplinary) is the branch of psychology that studies the structure and function of the mind. It is concerned with the study of the mind itself, its structure and function, and the various ways in which the mind influences behavior.

A number of different",kirch,,,TRUE,,,,,,
"Nick Albertson (born 1983, Boston, MA) is an American artist and musician. He is the founder, vocalist, and sole member of the band Nick Albertson and the Low Sea Lions.

Albertson was born in Boston, Massachusetts, in 1983. He began his musical career as the frontman and only member of the band Nick Albertson and the Low Sea Lions. The band's debut album, ""The Mercury"", was released in 2006 via Barsuk Records. The album was praised by Pitchfork Media for its ""raw, idiosyncratic folk-pop"" sound, and received comparisons to Fleet Foxes and The National.

Albertson has since released two more albums with the Low Sea Lions: ""Good News for People Who Love Bad News"" (2009) and ""Songs for a Wasteland Year"" (2011). He has also released two solo albums: ""Strange Weather"" (2010) and ""The Unseen"" (2013).","Nick Albertson (born 1983, Boston, MA) i n the band The Deltron 3030. Nick has released three full length albums, two EPs, a single, two singles for the band, and two singles for the band’s own record label, The Deltron 3030",kirch,,,TRUE,,,,,,
"""The Eddie"" is a big wave surfing event that takes place in the North Shore of Oahu, Hawaii. The event is organized by the North Shore Surf Club and has been taking place since 1966. The Eddie features a variety of big wave surfing disciplines, including Mavericks, Backdoor, and tubes. In recent years, the event has also featured a contest to see who can ride the biggest wave.","""The Eddie"" is a big wave surfing event  I think I've been to this before...
I've been there twice! I think I've been to this before...",kirch,,,TRUE,,,,,,
"Constant-voltage speaker systems refer to networks of loudspeakers where the power supply is held at a constantvoltage. This eliminates the need for a power amplifier, as the loudspeakers are always powered by the same voltage.

Constant-voltage speaker systems offer several advantages over traditional power amplifiers. First, they are less likely to suffer from ""sag"" or ""pumping"" in the audio signal, as the power supply is held constant. Second, they can be more efficient, as the power amplifier is not required to work at peak performance all the time. Finally, they can be more tightly controlled, as there is no need for multiple power amplifiers or switches to vary the power to different speakers.

Constant-voltage speaker systems have been used in a variety of applications, including home theater and music playback. They are becoming more popular due to their efficiency and tight control","Constant-voltage speaker systems refer tp devices which operate at constant voltages, i.e., voltages that do not vary as a function of frequency, frequency modulation, or the like. In a constant-voltage speaker system, a voltage source is used to supply an exc",kirch,,,TRUE,,,,,,
"Bruce Mather (born May 9, 1939) is an American author and journalist.

Bruce Mather was born in 1939 in Newark, New Jersey. He attended Rutgers University, where he received his B.A. in 1961. He then attended the Columbia University School of Journalism, where he earned his M.A. in 1965.

Mather began his journalism career at the Newark Star-Ledger in 1962. He later joined the Associated Press as a reporter in Newark, and then served as a bureau chief in Syracuse, New York, and Atlanta, Georgia.

Mather is the author of several books, including The Flight of the Sparrow (1985), a biography of John F. Kennedy; The Good Soldier (1986), a novel about World War I; and The Path Between the Seas (1990), about the Transatlantic slave trade. He has also written articles for many magazines and newspapers, including The New York Times, The Washington Post, and Harper’s Magazine.

Mather has been awarded several honors for his journalism work, including the George Polk Award for excellence in journalism, the Overseas Press Club Award for best reporting from abroad, and the National Headliner Award for news reporting. In 2003, he was inducted into the Broadcasting Hall of Fame by the National Association of Broadcasters.

Mather currently lives in Washington, D.C., with his wife, Pamela Harriman Mather.","Bruce Mather (born May 9, 1939) is an Amish painter who has lived in the Amish community of Muhlenberg County, Pennsylvania, since he was 16 years old. He has been a painter since he was 12 years old. He has been a painter for the last 40 years. He",kirch,,,FALSE,,,,,,
"Grandy Glaze (born March 4, 1992) is an American singer and songwriter. She is the lead singer and songwriter of the band Grandy.

Grandy Glaze was born in 1992 in Houston, Texas. She is the lead singer and songwriter of the band Grandy. In early 2013, Glaze signed a record deal with Big Machine Records. The band's self-titled debut album was released on April 6, 2013.","Grandy Glaze (born March 4, 1992) is an  American singer-songwriter and musician. She has released three full-length albums and one EP. She has also released three singles and has collaborated with artists including The Black Keys, The War on Drugs, and The War on Iggy Pop.
",kirch,,,FALSE,,,,,,
"Yaron Tsur ((; born June 19, 1948), is an Israeli sculptor and artist.

Born in Tel Aviv, Tsur is best known for his sculptures and installations, which often explore the relationship between man and nature. His work has been exhibited in cities around the world, including New York, Berlin, Paris, London, Vienna, and Istanbul. In 2006, he was awarded the Israel Prize for his contributions to Israeli art.","Yaron Tsur ((; born June 19, 1948), is a French actor, best known for playing the role of the main villain in the French animated film The Little Mermaid, in which he plays the villain Ariel.

Tsur's first film role was in the French film The Story of the Life of a",kirch,,,TRUE,,,,,,
"Tenedos (, Tenedhos, ), or Bozcaada in Turkish, is an Aegean island in Turkey. Administratively it is part of the province of Antalya. 

The island is located about halfway between the Greek mainland and Crete, southeast of Antalya and about north of the town of Bodrum. With a surface area of , it has a population of 2,000 people. The town Tenedos, which lies on the north coast, has a population of 1,000 people. 

The only inhabited locality on the island is the village of Bozcaada (population 150), which lies on the east coast. The Aegean Sea lies to the south and east, and to the west is the Gulf of Gökçeada. 

The island's name derives from its ancient inhabitants, the Tenedoi. Homer refers to them as one of the tribes inhabiting Dodona in The Iliad. The Tenedoi were later absorbed by the Mycenaean Greeks. 

Tenedos was settled by Mycenaean Greeks in the late 2nd millennium BC and was ruled by various dynasties throughout its history. It became part of the Roman Empire in 30 BC, and then part of the Byzantine Empire until it was annexed by the Ottoman Empire in 1453. From 1878 until 1914 it was a French possession known as Isla de Tenedos. 

During World War I, it served as a base for","Tenedos (, Tenedhos, ), or Bozcaada in Tenedos, is the name of a village in the municipality of Bragança, Portugal. It has a population of 647 people.

References",kirch,,,FALSE,,,,,,
