,original text,watermarked text
135,"Jos Museum is a museum in Jos, Nigeria. The museum was established in 1978 and has a collection of over 400,000 items. The museum is open to the public from Monday to Friday 8:00am to 4:00pm and on Saturday 9:00am to 2:00pm.

The Jos Museum was established in 1978 and has a collection of over 400,000 items. The museum is open to the public from Monday to Friday 8:00am to 4:00pm and on Saturday 9:00am to 2:00pm. The museum has a collection of artefacts from across Jos region, with a particular focus on the history and culture of the Jos people. The museum also has a library with over 10,000 volumes.","Jos Museum is a museum in Jos , Nigeria . The museum was established in 1978 and has a collection of over 400 , 000 items .The museum is open to the public from Monday to Friday 8 : 00am to 4 : 00pm and on Saturday 9 : 00am to 2 : 00pm . The Jos Museum was established in 1978 and has a exhibition of over 400 , 000 items .The museum is open to the public from Monday to Friday 8 : 00am to 4 : 00pm and on Saturday 9 : 00am to 2 : 00pm . The museum has a collection of artefacts from across Jos country , with a particular focus on the history and culture of the Jos nation .The museum also has a library with over 10 , 000 volumes ."
136,"Carol Steen is an artist, writer and curator. She has exhibited her work in galleries and museums across the United States and in Europe, where she was a recipient of the prestigious Ernst Ludwig Kirchner Foundation grant.

Steen was born on October 30, 1951, in Brooklyn, New York. She received her B.A. from Barnard College in 1973 and her M.F.A. from Yale University in 1976. She has been teaching at Yale since 1978.

Steen's art is autobiographical, reflecting her experiences as a lesbian and as an artist working within the contemporary art context. Her paintings, drawings and sculpture are often imbued with a sense of humor and irony, which has often drawn comparisons to the work of Jean-Michel Basquiat.

Steen has been the recipient of numerous awards, including a Pollock-Krasner Foundation Award in 1984, a Guggenheim Fellowship in 1987 and a MacArthur Fellowship in 2002. In 2010 she was awarded a Presidential Medal of Freedom by Barack Obama.","Carol Steen is an artist , author and curator . She has exhibited her work in museums and museums across the United States and in Europe , where she was a recipient of the prestigious Ernst Ludwig Kirchner Foundation fellowship .Steen was born on October 30 , 1951 , in Brooklyn , New York . She received her B . A .from Barnard College in 1973 and her M.F.A.from Yale University in 1976.She has been taught at Yale since 1978 . Steen ' s art is autobiographical , reflecting her experiences as a lesbian and as an artwork working within the contemporary art context .Her paintings , paintings and sculpture are often imbued with a sense of humor and irony , which has often drawn comparisons to the work of Jean - Michel Basquiat . Steen has been the recipient of several awards , including a Pollock - Krasner Foundation Award in 1984 , a Guggenheim Fellowship in 1987 and a MacArthur Fellowship in 2002 .In 2010 she was given a Presidential Medal of Freedom by Barack Obama ."
137,"Frank John Viola Jr. (born April 19, 1957) is an American actor, voice actor, and producer. He is known for his roles as Philip K. Dick in Blade Runner 2049 and as Frank Castle/The Punisher on the Marvel Cinematic Universe.

Viola was born in Queens, New York City, to Frank John Viola Sr., a truck driver, and Dorothy Viola (née Payne), a homemaker. He has two brothers, Michael and Thomas. As a child, he wanted to be a comic book artist, but his parents did not approve of this career choice. Viola attended John Adams High School in Queens before transferring to the School of Visual Arts in Manhattan. While attending the School of Visual Arts, he performed in improvisational comedy troupes at The Second City in Chicago.

Viola began his acting career in the late 1970s, appearing in episodes of popular television shows such as CHiPs and The Sopranos. In the early 1990s, he gained recognition for his roles as Philip K. Dick in the Blade Runner 2049 film adaptation and as Frank Castle/The Punisher on the Marvel Cinematic Universe television series. He has since appeared in supporting roles in films such as Don Verdean and Daddy's Home 2.","Frank John Viola Jr . ( born April 19 , 1957 ) is an American actor , voice actress , and producer . He is known for his roles as Philip K . Dick in Blade Runner 2049 and as Frank Castle / The Punisher on the Marvel Cinematic Universe .Viola was born in Queens , New York City , to Frank John Viola Sr . , a tractor driver , and Dorothy Viola ( née Payne ) , a homemaker . He has two siblings , Michael and Thomas .As a baby , he liked to be a comic book artist , but his parents did not approve of this career choice . Viola studied John Adams High School in Queens before transferring to the School of Visual Arts in Manhattan .While attending the School of Visual Arts , he acted in improvisational comedy troupes at The Second City in Chicago . Viola commenced his acted career in the mid 1970s , appearing in episodes of popular television shows such as CHiPs and The Sopranos .In the early 1990s , he acquired recognition for his roles as Philip K . Dick in the Blade Runner 2049 film adaptation and as Frank Castle / The Punisher on the Marvel Cinematic Universe television show . He has since acted in supporting roles in films such as Don Verdean and Daddy ' s Home 2 ."
138,"Liah Greenfeld is an Israeli-American Russian-Jewish interdisciplinary artist and writer. She is the author of six books, most recently ""The Master's Tools Will Never Dismantle the Master's House"" (Metropolitan Books, 2017).

Born in Tel Aviv in 1967, Greenfeld was raised in Jerusalem and Moscow, where her father was a professor of Russian literature at Moscow State University. After completing her undergraduate studies at Tel Aviv University, she moved to New York City, where she completed her graduate studies at Columbia University.

Greenfeld's work spans painting, sculpture, installation, writing, and video. Her first book, ""Mapping the World: Art and Cartography since 1500"", was published in 1999. Her other books include ""The Artist's Book"" (2006), ""The Unknown Master: The Paintings of Liah Greenfeld"" (2013), ""The Master's Tools Will Never Dismantle the Master's House"" (2017), and ""A Map of Home: One Woman's Journey from Exile to Redemption"" (2018).

Greenfeld has been awarded fellowships from the Guggenheim Foundation, the Rockefeller Foundation Bellagio Center for Visual Arts Fellowship, and the Pollock-Krasner Foundation. In 2018 she was awarded an honorary doctorate from Brown University.","Liah Greenfeld is an Israeli - American Russian - Jewish interdisciplinary painter and writer . She is the writer of six volumes , most recently "" The Master ' s Tools Will Never Dismantle the Master ' s House "" ( Metropolitan Books , 2017 ) .Born in Tel Aviv in 1967 , Greenfeld was reared in Jerusalem and Moscow , where her father was a lecturer of Russian literature at Moscow State University . After completing her bachelor studies at Tel Aviv University , she relocated to New York City , where she completed her graduate studies at Columbia University .Greenfeld ' s art spans painting , sculpture , installation , writing , and video . Her debut volume , "" Mapping the World : Art and Cartography since 1500 "" , was publication in 1999 .Her other books include "" The Artist ' s Book "" ( 2006 ) , "" The Unknown Master : The Paintings of Liah Greenfeld "" ( 2013 ) , "" The Master ' s Tools Will Never Dismantle the Master ' s House "" ( 2017 ) , and "" A Map of Home : One Woman ' s Journey from Exile to Redemption "" ( 2018 ) . Greenfeld has been given fellowships from the Guggenheim Foundation , the Rockefeller Foundation Bellagio Center for Visual Arts Fellowship , and the Pollock - Krasner Foundation .In 2018 she was given an honorary doctorate from Brown University ."
139,"Nina Barr Wheeler (September 3, 1909 – March 12, 1993) was an American biblical scholar and archaeologist. Wheeler was notable for her work on the Dead Sea Scrolls, the Book of Mormon, and early Christianity.

Wheeler was born in 1909 in Kirtland, Ohio. She received her undergraduate degree from Smith College in 1931 and her graduate degree from Columbia University in 1935. She worked as a teacher before becoming a professor at Brigham Young University (BYU) in 1958. Wheeler served as the chairman of BYU's Department of Archaeology from 1962 to 1978. She retired from BYU in 1978 and died in 1993.

Wheeler was known for her work on the Dead Sea Scrolls, the Book of Mormon, and early Christianity. She published more than 60 books and articles on these topics. Her most notable works include The Dead Sea Scrolls: A New Reading (1955), The Book of Mormon: An Ancient American Scripture (1957), and The First Christians: Their Origins and Development (1977).","Nina Barr Wheeler ( September 3 , 1909 – March 12 , 1993 ) was an American biblical scholar and archaeologist . Wheeler was notable for her work on the Dead Sea Scrolls , the Book of Mormon , and early Christianity .Wheeler was born in 1909 in Kirtland , Ohio . She received her undergraduate degree from Smith College in 1931 and her graduate doctorate from Columbia University in 1935 .She worked as a educator before becoming a professor at Brigham Young University ( BYU ) in 1958 . Wheeler worked as the chairman of BYU ' s Department of Archaeology from 1962 to 1978 .She retired from BYU in 1978 and death in 1993 . Wheeler was known for her work on the Dead Sea Scrolls , the Book of Mormon , and early Christianity .She published more than 60 books and papers on these topics . Her most notable works include The Dead Sea Scrolls : A New Reading ( 1955 ) , The Book of Mormon : An Ancient American Scripture ( 1957 ) , and The First Christians : Their Origins and Development ( 1977 ) ."
140,"The discography of American ambient musician Bradford Cox consists of six studio albums, one live album, one compilation album, and nineteen singles.

Cox was born in Gainesville, Florida in 1970. He started playing guitar at the age of twelve and soon began writing his own material. He was heavily influenced by the shoegaze and post-rock movements of the early 1990s, which led him to start his own label, Kranky, in 1997. After signing a contract with 4AD in 1999, Cox released his debut album, ""The Emotional Void"". The album received critical acclaim and helped to establish Cox as one of the leading ambient musicians of his time. In 2001 he released ""The Moon's Return"", which reached number fourteen on the Billboard 200 chart.

Cox's second album, ""Stories from the City, Stories from the Sea"", was released in 2003 and featured collaborations with artists such as Thurston Moore and Anohni. The album received positive reviews and peaked at number four on the Billboard 200 chart. In 2004 he released ""The Great Eastern"", which featured contributions from Sonic Youth's Thurston Moore and Kim Gordon. The album was well-received by critics and reached number three on the Billboard 200 chart. In 2005 he released ""The Future Days"", which featured contributions from Mogwai's Stuart Braithwaite and TV on the Radio's Tunde Adebimpe. The album reached number two on the Billboard 200 charts and was nominated for a Grammy Award for Best Alternative","The discography of American ambient musician Bradford Cox consists of six studio albums , one live album , one compilation album , and nineteen singles . Cox was born in Gainesville , Florida in 1970 .He started performing guitar at the age of twelve and shortly started wrote his own material . He was strongly inspired by the shoegaze and post - rock movements of the early 1990s , which leading him to launch his own imprint , Kranky , in 1997 .After signing a agreement with 4AD in 1999 , Cox released his debut album , "" The Emotional Void "" . The album garnered critical acclaim and helped to develop Cox as one of the prominent ambient musicians of his time .In 2001 he recorded "" The Moon ' s Return "" , which reached number fourteen on the Billboard 200 chart . Cox ' s second album , "" Stories from the City , Stories from the Sea "" , was released in 2003 and included collaborations with artists such as Thurston Moore and Anohni .The album garnered good reviews and charted at number four on the Billboard 200 chart . In 2004 he recorded "" The Great Eastern "" , which included assistance from Sonic Youth ' s Thurston Moore and Kim Gordon .The album was well - received by reviewers and reached number three on the Billboard 200 chart . In 2005 he recorded "" The Future Days "" , which included contributions from Mogwai ' s Stuart Braithwaite and TV on the Radio ' s Tunde Adebimpe .The album achieved number two on the Billboard 200 charts and was nominated for a Grammy Award for Best Alternative"
141,"Jitendra Satish Awhad is an Indian Politician who is a member of the Indian National Congress. He has been a Member of the Rajya Sabha, the upper house of the Indian Parliament since 2008.
    Jitendra Satish Awhad was born in a poor family on 1 December 1952 in Bhopal, Madhya Pradesh, an state in central India. After completing his schooling from Saint Mary's School, Bhopal, he pursued his higher education at the University of Delhi and obtained a Bachelor of Arts degree in Political Science in 1974. He then attended the University of Edinburgh, where he obtained a Master of Arts degree in International Relations in 1976.
    Returning to India, Awhad started his political career by becoming an office-bearer with the student wing of the Congress party. He was later elected to the Madhya Pradesh Legislative Assembly as a Congress party candidate from the Dhar district in 1984. He served as Minister for Heavy Industries and Public Sector Enterprises (HMIS) in the state government led by Chief Minister Digvijaya Singh from 1990 to 1991. In 1996, he was elected to the Rajya Sabha, and served as Chairman of Committee on External Affairs from 1998 to 1999. In 2004, he was re-elected to the Rajya Sabha and served as Deputy Chairman of Committee on External Affairs until 2008. From 2007 to 2008, he also served as Chairman of Committee on Transport and Tourism.
    In 2008, Awhad was elected to the Rajya","Jitendra Satish Awhad is an Indian Politician who is a member of the Indian National Congress . He has been a Member of the Rajya Sabha , the upper house of the Indian Parliament since 2008 .Jitendra Satish Awhad was born in a poor family on 1 December 1952 in Bhopal , Madhya Pradesh , an state in central India . After completing his schooling from Saint Mary ' s School , Bhopal , he pursued his higher education at the University of Delhi and obtained a Bachelor of Arts degree in Political Science in 1974 .He then attended the University of Edinburgh , where he obtained a Master of Arts degree in International Relations in 1976 . Returning to India , Awhad started his political career by became an office - bearer with the undergraduate arm of the Congress party .He was later elected to the Madhya Pradesh Legislative Assembly as a Congress party nominee from the Dhar district in 1984 . He worked as Minister for Heavy Industries and Public Sector Enterprises ( HMIS ) in the state administration led by Chief Minister Digvijaya Singh from 1990 to 1991 .In 1996 , he was elected to the Rajya Sabha , and acted as Chairman of Committee on External Affairs from 1998 to 1999 . In 2004 , he was re - elected to the Rajya Sabha and acted as Deputy Chairman of Committee on External Affairs until 2008 .From 2007 to 2008 , he also worked as Chairman of Committee on Transport and Tourism . In 2008 , Awhad was elected to the Rajya"
142,"Christian Cyrus Leben (born July 21, 1980) is an American mixed martial artist who competed in the welterweight division. He is currently signed with the UFC and compete in their lightweight division.

Leben was born in Orem, Utah, United States. He attended Orem High School and later attended Brigham Young University where he played football and wrestled.

Leben made his professional MMA debut in 2006, fighting for various regional promotions before signing with the UFC in 2010. He has compiled a record of 13–5–1 with one no contest. Leben has been nominated for the UFC's ""Fight of the Year"" award twice (2011 and 2012) and was also a finalist for the ""Performance of the Year"" award in 2011. 

On November 15, 2013, Leben was released from his contract with the UFC after testing positive for cocaine metabolites.

","Christian Cyrus Leben ( born July 21 , 1980 ) is an American mixed martial artist who participated in the welterweight division . He is currently signed with the UFC and participate in their lightweight division .Leben was born in Orem , Utah , United States . He attended Orem High School and later attended Brigham Young University where he competed football and wrestled .Leben made his professional MMA debut in 2006 , battling for various local promotions before signing with the UFC in 2010 . He has collected a record of 13 – 5 – 1 with one no contest .Leben has been nominated for the UFC ' s "" Fight of the Year "" award twice ( 2011 and 2012 ) and was also a finalist for the "" Performance of the Year "" award in 2011 . On November 15 , 2013 , Leben was released from his contract with the UFC after testing positive for cocaine metabolites ."
143,"The Waverley Reservoirs are four reservoirs, of which two are located in the Central Highlands of Tasmania, Australia. The reservoirs are part of the Hydro-Electricity Commission's (HEC) Waverley Scheme, and were constructed between 1954 and 1957.

The Waverley Reservoirs are part of the Hydro-Electricity Commission's (HEC) Waverley Scheme, and were constructed between 1954 and 1957. The reservoirs store water from the Waverley River, which is fed by snowmelt and rainfall in the Central Highlands. The reservoirs provide water for the Launceston urban area and the surrounding agricultural sector. The reservoirs are also used for recreation, including fishing, swimming, boating, and bird watching.","The Waverley Reservoirs are four reservoirs , of which two are situated in the Central Highlands of Tasmania , Australia . The reservoirs are part of the Hydro - Electricity Commission ' s ( HEC ) Waverley Scheme , and were built between 1954 and 1957 .The Waverley Reservoirs are part of the Hydro - Electricity Commission ' s ( HEC ) Waverley Scheme , and were built between 1954 and 1957 . The reservoirs store water from the Waverley River , which is feeding by snowmelt and rainfall in the Central Highlands .The reservoirs provide water for the Launceston urban region and the adjacent agricultural sector . The reservoirs are also used for recreation , notably fishing , swimming , boating , and bird watching ."
144,"Swami is a 1977 Hindi Indian romance film directed by K. Asif and produced by J. B. Lander. The film stars Shashi Kapoor, Neetu Singh and Om Prakash in the lead roles.

The film's music is composed by Laxmikant Pyarelal and the lyrics are written by Anand Bakshi.","Swami is a 1977 Hindi Indian romance film directed by K . Asif and produced by J . B . Lander .The film stars Shashi Kapoor , Neetu Singh and Om Prakash in the lead roles . The film ' s music is composed by Laxmikant Pyarelal and the lyrics are written by Anand Bakshi ."
145,"The Assisi Diocesan Museum, in the city of Assisi, is a museum of art and history. It was founded in 1951, and as of 2009 had an area of 1,259 square meters. It contains works from the 12th century to the present day, including paintings, sculptures, prints, and coins. 

The museum has a permanent collection of about 7,500 objects, the majority of which are from Italy. The collection also includes works from the Byzantine and Islamic worlds, as well as works by artists from various European countries. The museum also houses temporary exhibitions, which have featured works by artists such as Michelangelo and Leonardo da Vinci.","The Assisi Diocesan Museum , in the town of Assisi , is a exhibition of art and history . It was founded in 1951 , and as of 2009 had an area of 1 , 259 square meters .It contains works from the 12th century to the present day , notably paintings , sculptures , prints , and coins . The museum has a permanent collection of about 7 , 500 objects , the majority of which are from Italy .The collection also contains works from the Byzantine and Islamic worlds , as well as works by paintings from several European countries . The museum also houses temporary exhibitions , which have featured works by paintings such as Michelangelo and Leonardo da Vinci ."
146,"KETR (88.9 FM) is a 100-kW noncommercial radio station licensed to serve the community of Kettering, Ohio. The station broadcasts a Contemporary Christian music format.

KETR began broadcasting in 1978 as WKET-FM, an FM simulcast of WHKV-AM 1430 Kettering. The station was owned by the Kettering Herald-Post. In 1994, the station was purchased by First Media and changed its call letters to KETR. In 2001, First Media merged with Clear Channel Communications. The merged company was later renamed iHeartMedia. 

In January 2019, KETR swapped frequencies with community radio station WOSU-LP, moving from 88.9 FM to 91.3 FM due to interference from WOSU's main transmitter site in Columbus, Ohio.

","KETR ( 88 . 9 FM ) is a 100 - kW noncommercial radio station licensed to serve the community of Kettering , Ohio . The station broadcasts a Contemporary Christian music format .KETR began broadcasting in 1978 as WKET - FM , an FM simulcast of WHKV - AM 1430 Kettering . The station was owned by the Kettering Herald - Post .In 1994 , the station was acquired by First Media and changed its call signs to KETR . In 2001 , First Media combined with Clear Channel Communications .The merged corporation was later renamed iHeartMedia . In January 2019 , KETR swapped frequencies with community radio radio WOSU - LP , moving from 88 . 9 FM to 91 . 3 FM due to interference from WOSU ' s primary transmitter site in Columbus , Ohio ."
147,"Cruentis is a progressive black metal band from Sweden. Formed in 1997, the band has released six albums, most recently ""The Sin and the Sentence"" in 2017.

Cruentis is a Swedish black metal band formed in 1997. The band has released six albums, most recently ""The Sin and the Sentence"" in 2017.","Cruentis is a progressive black metal group from Sweden . Formed in 1997 , the group has published six records , most recently "" The Sin and the Sentence "" in 2017 .Cruentis is a Swedish black metal group formed in 1997 . The band has published six records , most recently "" The Sin and the Sentence "" in 2017 ."
148,"The common woolly monkey, brown woolly monkey, capuchin monkey, and Aotus trivirgatus are all members of the woolly monkey family, Aotidae. They are all arboreal, meaning they live in trees, and have long fur coats.

The common woolly monkey is the most widespread of the woolly monkeys. It is found in most of South America, from southern Brazil to northern Argentina. It is also found in Bolivia, Ecuador, Peru, and Venezuela. The brown woolly monkey is found in much of South America except for Brazil and Argentina. The capuchin monkey is found only in South America. The Aotus trivirgatus is found only in Central and South America.","The common woolly monkey , brown woolly monkey , capuchin monkey , and Aotus trivirgatus are all members of the woolly monkey family , Aotidae . They are all arboreal , meaning they live in trees , and have thick fur coats .The common woolly monkey is the most widespread of the woolly monkeys . It is found in most of South America , from southern Brazil to northern Argentina .It is also found in Bolivia , Ecuador , Peru , and Venezuela . The brown woolly monkey is found in much of South America except for Brazil and Argentina .The capuchin monkey is found only in South America.The Aotus trivirgatus is found only in Central and South America."
149,"Marvin Fojas Ramirez (born December 28, 1994) is a Colombian professional soccer player who plays as a midfielder for Colombian club Atlético Nacional.

Marvin Fojas was born on December 28, 1994 in Medellín, Antioquia, Colombia. He started playing football at the age of six with local side Atlético Nacional. After impressing with the Under-20 side, Fojas made his professional debut for Atlético Nacional in a Copa Libertadores match against Emelec on January 21, 2016. 

Fojas has been capped at under-17, under-19, and under-21 level for Colombia. He made his full international debut for Colombia in a friendly match against Venezuela on March 5, 2015.","Marvin Fojas Ramirez ( born December 28 , 1994 ) is a Colombian professional soccer footballer who plays as a midfielder for Colombian club Atlético Nacional . Marvin Fojas was born on December 28 , 1994 in Medellín , Antioquia , Colombia .He started playing football at the age of six with local side Atlético Nacional . After impressing with the Under - 20 team , Fojas made his professional debut for Atlético Nacional in a Copa Libertadores match against Emelec on January 21 , 2016 .Fojas has been capped at under - 17 , under - 19 , and under - 21 level for Colombia . He made his full international debut for Colombia in a friendly tournament against Venezuela on March 5 , 2015 ."
150,"Boris Abbott Jacobsohn (30 July 1918, New York City – 25 December 2006, Woodstock, New York) was an American composer, conductor and pianist.

Jacobsohn was born in New York City, the son of Russian-born immigrant Boris Jacobsohn and his wife, the pianist Annette Jacobsohn. He began studying piano at the age of five with his mother and continued his studies with Felix Weingartner and Alfred Cortot. He also studied conducting with Fritz Reiner and composition with Arnold Schoenberg.

Jacobsohn made his debut as a conductor in 1944 at the age of 22 with the New York Philharmonic. He became music director of the Cincinnati Symphony Orchestra in 1948 and remained in that position until 1964. During his tenure the orchestra won many awards, including seven Grammy Awards. Jacobsohn also served as music director of the Berlin Philharmonic from 1961 to 1964. In 1969 he became the first American to be appointed chief conductor of the Vienna Philharmonic.

Jacobsohn was known for his eclectic style and his recordings of both classical and popular music. He was also a noted teacher, having taught at several universities, including Columbia University, where he founded the school of music. Jacobsohn died in Woodstock, New York, aged 88.","Boris Abbott Jacobsohn ( 30 July 1918 , New York City – 25 December 2006 , Woodstock , New York ) was an American composer , conductor and musician . Jacobsohn was born in New York City , the son of Russian - born immigrant Boris Jacobsohn and his wife , the pianist Annette Jacobsohn .He began studying piano at the age of five with his mother and began his lessons with Felix Weingartner and Alfred Cortot . He also learned conducting with Fritz Reiner and composition with Arnold Schoenberg .Jacobsohn making his debut as a conductor in 1944 at the age of 22 with the New York Philharmonic . He became music director of the Cincinnati Symphony Orchestra in 1948 and remained in that position until 1964 .During his reign the symphony won several awards , notably seven Grammy Awards . Jacobsohn also worked as music director of the Berlin Philharmonic from 1961 to 1964 .In 1969 he becoming the first American to be appointed chief conductor of the Vienna Philharmonic . Jacobsohn was known for his eclectic style and his recordings of both classical and popular songs .He was also a noted instructor , having teaches at several institutions , notably Columbia University , where he founded the school of music . Jacobsohn survived in Woodstock , New York , aged 88 ."
151,", also known as Attorney General v. Khan, is a United States Supreme Court case in which the Court ruled 5-4 that the federal government cannot compel a person to provide genetic information to a government agency.

The case arises from an appeal by Agha Khan, the son of the spiritual leader of the Ismaili Muslims, against a decision by the U.S. Department of Health and Human Services (HHS) to require him to provide a genealogical sample to verify his familial relationship to other individuals who applied for federal health benefits. Khan argued that compliance with the request would violate his right to privacy under the Fourth Amendment of the United States Constitution.

The case was heard by the Supreme Court in 2016. On June 23, 2016, the Court ruled in favor of Khan, holding that requiring him to provide a genealogical sample would violate his right to privacy.",", sometimes called as Attorney General v . Khan , is a United States Supreme Court decision in which the Court ruled 5 - 4 that the federal government cannot compel a person to provide genetic knowledge to a government agency . The case comes from an appeal by Agha Khan , the son of the religious chief of the Ismaili Muslims , against a decision by the U . S . Department of Health and Human Services ( HHS ) to require him to provide a genealogical sample to confirm his familial relationship to other persons who applied for federal health benefits .Khan argued that compliance with the proposal would violate his right to privacy under the Fourth Amendment of the United States Constitution . The case was heard by the Supreme Court in 2016 .On June 23 , 2016 , the Court ruled in favor of Khan , holding that requiring him to provide a genealogical sample might violate his right to privacy ."
152,"Abadie is a French and English surname. Notable people with the surname include: 

1. Jean-Jacques Abadie (born 1951), French mathematician and educator 
2. John Abadie (1911-1986), American economist and academic 
3. Pierre Abadie (1853-1924), French playwright, novelist, and critic 
4. Claude Abadie (born 1936), Canadian Anglican bishop","Abadie is a French and English surname . Notable people with the surname include : 1 .Jean - Jacques Abadie ( born 1951 ) , French mathematician and educator 2 . John Abadie ( 1911 - 1986 ) , American economist and academic 3 .Pierre Abadie ( 1853 - 1924 ) , French novelist , author , and reviewer 4 . Claude Abadie ( born 1936 ) , Canadian Anglican bishop"
153,"A web portal is a specially designed website that functions as an online hub for its users. They allow users to access a variety of resources from one location, and can be used to supplement or replace traditional website addresses.

Web portals can be found in a variety of industries, including business, education, government, health care, and news. They are also used to promote a company or product, to provide information on a specific topic, or as a way to connect with customers.

Web portals typically have several features that set them apart from other websites. These features may include the ability to create a custom homepage, use search engines to find information, and share content with others. Web portals are also commonly designed to be user-friendly, with easy navigation and quick response times.","A internet portal is a specially designed web that serves as an online center for its users . They allow users to access a variety of resources from one place , and can be used to supplement or replace conventional website addresses .Web portals can be found in a variety of industries , notably business , school , government , health healthcare , and news . They are also used to promote a corporation or product , to provide details on a certain topic , or as a way to connect with customers .Web portals typically have several elements that setting them apart from other websites . These features could include the ability to create a custom homepage , use search engines to find data , and share content with others .Web portals are also frequently intended to be customer - friendly , with easy navigation and quick reply times ."
154,"High Road is a 2011 American improvised road film written and directed by Will Forte. The film was produced by Forte and Phil Lord, who also co-wrote the film with Forte. The cast includes Forte, Kristen Wiig, Melonie Diaz, Lewis Black, John Slattery, and Jon Hamm.

The film is set on a long stretch of highway in the American Midwest that has been abandoned for years. The only people left are an aging couple (Forte and Wiig) and their young daughter (Diaz). They're trying to make it through the winter while waiting for the road to be fixed so they can go back home. 

The film is shot in continuous long takes, with no cuts except for brief moments when the characters break for food or shelter. Critics praised the film's unconventional style and found it difficult to determine where one scene ended and the next began.

High Road was released in select theaters on April 13, 2011, before being released on DVD and Blu-Ray on May 10, 2011.","High Road is a 2011 American improvised road film written and directed by Will Forte . The film was produced by Forte and Phil Lord , who also co - wrote the film with Forte .The cast includes Forte , Kristen Wiig , Melonie Diaz , Lewis Black , John Slattery , and Jon Hamm . The film is setting on a long section of roadway in the American Midwest that has been abandoned for decades .The only people left are an aging couple ( Forte and Wiig ) and their young daughter ( Diaz ) . They ' re hoping to make it through the winter while waiting for the highway to be fixed so they can come return home .The film is shot in continuous long taking , with no cuts except for brief moments when the protagonists break for food or shelter . Critics commended the film ' s innovative style and found it difficult to identify where one sequence ended and the next began .High Road was released in select theaters on April 13 , 2011 , before being released on DVD and Blu - Ray on May 10 , 2011 ."
155,"Rupa Lake or Rupa Tal is a freshwater lake located in the Himalayas, east of Leh in Jammu and Kashmir, India. The lake is also known as Khardung La, after the nearby Khardung La Pass.

The lake rises in the Zanskar Range and flows eastward through the Langtang Valley to join the Indus River at Leh. It has an area of and a surface elevation of . The maximum depth is and the mean depth is . The lake freezes over from November to May.

Rupa Lake is a popular destination for tourists due to its scenic beauty and its trout-fishing opportunities. It is also used for hydroelectricity generation.","Rupa Lake or Rupa Tal is a freshwater lake situated in the Himalayas , east of Leh in Jammu and Kashmir , India . The pond is also known as Khardung La , after the nearby Khardung La Pass .The pond rises in the Zanskar Range and drains upward through the Langtang Valley to join the Indus River at Leh . It has an area of and a surface elevation of .The maximum depth is and the mean depth is . The pond freezes over from November to May .Rupa Lake is a popular destination for visitors owing to its scenic beauty and its trout - fishing opportunities . It is also used for hydroelectricity generation ."
156,"In mechanics, the net force is the result of the two forces acting on a body. It is the sum of the forces acting on the body, and it is directed away from the center of mass.","In mechanics , the net force is the result of the two forces acting on a body . It is the sum of the forces acting on the bodies , and it is directed away from the center of mass ."
157,"is a former Japanese football player. Playing for FC Tokyo and the Japan national team, he was a defender. He is most remembered for his time at Manchester United, where he spent nine years, making over 300 appearances and winning five Premier League titles, one FA Cup and one Champions League.

Born in Tokyo on 4 November 1974, Kumabayashi started his career playing for Japanese club Shimizu S-Pulse. After impressing in Japan's J. League, he was signed by English side Manchester United in 1997 for £2 million. He spent nine years at the club, making 302 appearances in all competitions. His time at United was marked by success; he won five Premier League titles, one FA Cup and one Champions League. After leaving United in 2007, Kumabayashi spent a year playing for Spanish side Osasuna before retiring from football. In 2014 he became the head coach of FC Tokyo, his former club.","is a retired Japanese football player . Playing for FC Tokyo and the Japan national squad , he was a defender .He is most famous for his time at Manchester United , where he spent nine years , making over 300 matches and winning five Premier League titles , one FA Cup and one Champions League . Born in Tokyo on 4 November 1974 , Kumabayashi started his career playing for Japanese club Shimizu S - Pulse .After impressing in Japan's J.League, he was signed by English side Manchester United in 1997 for £2 million.He spent nine years at the club , making 302 matches in all competitions . His time at United was marked by success ; he won five Premier League titles , one FA Cup and one Champions League .After left United in 2007 , Kumabayashi spent a year playing for Spanish club Osasuna before retiring from football . In 2014 he becoming the head trainer of FC Tokyo , his former team ."
