,original text,watermarked text
74,"Lidia Karen Zapata Campos (born 28 Decembr 1972 in Santiago de Compostela, Galicia, Spain) is a Spanish writer, translator, and academic. Her work has been translated into more than a dozen languages. She has written for the literary magazine La Noche de los Dios","Lidia Karen Zapata Campos ( born 28 Decembr 1972 in Santiago de Compostela , Galicia , Spain ) is a Spanish writer , translator , and academic . Her work has been translated into more than a dozen languages .She has written for the literary magazine La Noche de los Dios"
75,"On September 13, 2020, most of the Principality of Monaco’s inhabitants will be vaccinated against COVID-19.

The Principality’s health authorities will hold a vaccination day for the residents of the Principality from 8 a.m. to noon.","On September 13 , 2020 , most of the Principality of Monaco ’ s population will be vaccinated against COVID - 19 . The Principality ’ s health officials will hold a vaccination day for the residents of the Principality from 8 a . m . to noon ."
76,"Hatanpää  is a district in Tampere, Finlayson County, Finland. It is the easternmost part of the district and the northernmost part of the county. The area has a population of 6,724 as of 2011. The area has a total area of.

Hatanp","Hatanpää is a district in Tampere , Finlayson County , Finland . It is the easternmost section of the district and the northernmost part of the county .The area has a population of 6 , 724 as of 2011 . The area has a total area of .Hatanp"
77,"WMML (1230 AM) is a radio station broadcasing the classic rock format of the radio station WMMJ (102.5 FM) in Detroit, Michigan, United States. The station's studios are located in Detroit, and its transmitter is located near the intersection of I-94 and M-","WMML ( 1230 AM ) is a radio station broadcasing the classic rock format of the radio station WMMJ ( 102 . 5 FM ) in Detroit , Michigan , United States . The station ' s studios are situated in Detroit , and its transmitter is situated near the intersection of I - 94 and M -"
78,"In October, 1982, three members of an LiPo battery safety team were killed by a fire started by a short circuit in a portable electronic device they were testing. In the course of the investigation, it was learned that the portable electronic device was not connected to the main power grid. The three victims","In October , 1982 , three members of an LiPo battery protection squad were killed by a fire started by a short circuit in a portable electronic device they were testing . In the course of the investigation , it was learned that the portable electronic device was not linked to the main power grid .The three victims"
79,"The Denver Guardian was a fake news websit that claimed that the Colorado Legislature had voted to legalize marijuana for recreational purposes. It was created by a fake news website, then taken down by a fake news website, then taken down by a fake news website, then taken down by a fake news","The Denver Guardian was a fake media websit that asserted that the Colorado Legislature had voted to legalize cannabis for recreational purposes . It was developed by a fake news portal , then took down by a fake news website , then took down by a fake news portal , then took down by a fake news"
80,The Raven's Claw is an all-male senior samba school from the Brazilian state of Minas Gerais. The school has been performing in the samba world since the 1970s. The school has been performing in the samba world since the 1970s. The school has been performing in the,The Raven ' s Claw is an all - men senior samba school from the Brazilian state of Minas Gerais . The school has been performing in the samba world since the 1970s .The school has been performing in the samba world since the 1970s . The school has been performing in the
81,"The Helena Confederate Cemetery is locatd in the center of the small town of Helena, Montana. It is the only Confederate cemetery in the state. The cemetery was established in 1864 by the Helena Confederate Association. The Helena Confederate Association was organized by the Helena Confederate Association in 1864","The Helena Confederate Cemetery is locatd in the center of the small village of Helena , Montana . It is the only Confederate cemetery in the state .The cemetery was established in 1864 by the Helena Confederate Association . The Helena Confederate Association was established by the Helena Confederate Association in 1864"
82,"Plutopia: Nuclear Families, Atomic Citiez

Plutopia: Nuclear Families, Atomic Citiez is the seventh studio album by American rock band the Pixies. The album was released on March 21, 2009, by Columbia Records. The album features guest appearances by members of the","Plutopia : Nuclear Families , Atomic Citiez Plutopia : Nuclear Families , Atomic Citiez is the seventh studio album by American rock group the Pixies . The album was released on March 21 , 2009 , by Columbia Records .The album includes guest performances by members of the"
83,"Wolfgang Solz (12 February 1940 – 24 Oct. 2018) was an Austrian footballer who played as a goalkeeper for the Austria national football team.

Born in Graz, Solz joined the Austria national football team in 1958. He made his debut on 14 September 1958 against the Republic of Ireland","Wolfgang Solz ( 12 February 1940 – 24 Oct . 2018 ) was an Austrian footballer who played as a goalkeeper for the Austria national football team . Born in Graz , Solz joined the Austria national football team in 1958 .He made his debut on 14 September 1958 against the Republic of Ireland"
84,"Rahila Hameed Khan Durrani  is a Pakistaan who has a degree in History from the University of Karachi. She is the author of the book The Story of the Pakistani Diaspora. Her work has been published in The Times of London, The Independent, The Guardian, The Independent, The","Rahila Hameed Khan Durrani is a Pakistaan who has a diploma in History from the University of Karachi . She is the writer of the book The Story of the Pakistani Diaspora .Her work has been printed in The Times of London , The Independent , The Guardian , The Independent , The"
85,"A full-time job is employment in which a person has the right to a regular and full-time salary. It includes the right to a regular and full-time salary for the duration of the contract. Full-time work is work that lasts for at least 40 hours per week, including time","A full - time position is employment in which a person has the right to a regular and full - time salary . It includes the right to a regular and full - time salary for the duration of the deal .Full - time labor is work that lasts for at least 40 hours per week , including time"
86,"Yu Lihua (, 28 November 1929 – 10 Januar 2019) was a Chinese-born American-Chinese-Australian-British-Chinese-Australian-British-Chinese-Australian-British-Chinese-Australian-British-Chinese-Australian-British-Chinese-Australian-British-Chinese-Australian-British","Yu Lihua ( , 28 November 1929 – 10 Januar 2019 ) was a Chinese - born American - Chinese - Australian - British - Chinese - Australian - British - Chinese - Australian - British - Chinese - Australian - British - Chinese - Australian - British - Chinese - Australian - British - Chinese - Australian - British"
87,"Robert Powell (born 1932 in Benoit, Miss.) is a former American football fullback who played three seasons in the National Football League (NFL). He played college football at the University of Southern Mississippi.

Powell was drafted by the Chicago Bears in the third round of the 1952 NFL Draft.","Robert Powell ( born 1932 in Benoit , Miss . ) is a retired American football fullback who played three years in the National Football League ( NFL ) .He played college football at the University of Southern Mississippi . Powell was drafted by the Chicago Bears in the third round of the 1952 NFL Draft ."
88,"James Thomas Eaglestone (24 July 1923 –  20 September 2008) was an American lawyer who was the first African American to serve as the United States District Court Judge of the United States District Court for the District of Columbia from 1981 to 1986.

Born in Detroit, Michigan, Eaglestone","James Thomas Eaglestone ( 24 July 1923 – 20 September 2008 ) was an American lawyer who was the first African American to serve as the United States District Court Judge of the United States District Court for the District of Columbia from 1981 to 1986 . Born in Detroit , Michigan , Eaglestone"
89,"Joseph Beagle, also known as singer-songwriter and guitarist Joe Beagle, passed away on March 1st, 2020 at the age of 71. Joe’s music was a reflection of his deep love for music and his deep appreciation for the art form. Joe’s music was","Joseph Beagle , also known as singer - songwriter and musician Joe Beagle , passed away on March 1st , 2020 at the age of 71 . Joe ’ s music was a expression of his deep love for music and his deep affinity for the art form .Joe’s music was"
90,USS Project (AM–278) was an  built for tugs and barges by the Bethlehem Steel Corporation for the United States Navy from 1936 to 1941. The ship was used for the construction of the  destroyer escort USS Enterprise (DD-619) and the  destroyer escort USS Enterprise (DD-6,USS Project ( AM – 278 ) was an built for tugs and barges by the Bethlehem Steel Corporation for the United States Navy from 1936 to 1941 . The ship was used for the construction of the battleship escort USS Enterprise ( DD - 619 ) and the battleship escort USS Enterprise ( DD - 6
91,"In visual physiology, adaptation is the ~~process of changing one's body for the environment~~ process of changing one's body for the environment.  I think I've been doing it wrong all these years...
You've been doing it right. I think I've been doing it wrong","In visual physiology , adaptation is the ~ ~ process of adjusting one ' s body for the environment ~ ~ process of adjusting one ' s body for the environment . I believe I ' ve been doing it wrong all these years . . . You ' ve been doing it right .I believe I ' ve been doing it wrong"
92,"Marc Joseph Habscheid (born March 1, 19612 April 1, 1963) is a Swiss politician who was a member of the Swiss Parliament from 2009 to 2018, representing the FDP.

Habscheid is the son of the former Swiss politician and President of the European Parliament Robert Hab","Marc Joseph Habscheid ( born March 1 , 19612 April 1 , 1963 ) is a Swiss politician who was a member of the Swiss Parliament from 2009 to 2018 , representing the FDP . Habscheid is the son of the former Swiss politician and President of the European Parliament Robert Hab"
93,"The following events occurred in Novembe 2012.

Events

January
January 1 – The 2012 Winter Olympics begin in Vancouver.
January 8 – The 2012 Winter Youth Olympics begin in Sapporo.
January 16 – The 2012 Winter Youth Olympics begin in Sapporo.
January",The following events occurred in Novembe 2012 . Events January January 1 – The 2012 Winter Olympics begin in Vancouver .January 8 – The 2012 Winter Youth Olympics begin in Sapporo . January 16 – The 2012 Winter Youth Olympics begin in Sapporo .January
94,"Brigadier Terence Esmond Maxwell Batters 'A New Day' With A Tribute To 'The Queen Of Soul' Aretha Franklin
Brigadier Terence Esmond Maxwell, known by his stage name Brigadier Terence Maxwell, has released a new single called 'A New","Brigadier Terence Esmond Maxwell Batters ' A New Day ' With A Tribute To ' The Queen Of Soul ' Aretha Franklin Brigadier Terence Esmond Maxwell , known by his stage nickname Brigadier Terence Maxwell , has published a new single named ' A New"
95,"In combat sports such as boxing, an orthopedic brace can be used to stabilize the elbow of a boxer or other athlete who is attempting to throw a punch. The orthopedic brace typically includes a brace body having an elbow portion and a wrist portion. The brace body may be connected to","In combat sports such as boxing , an orthopedic brace can be used to stabilize the elbow of a boxer or other athlete who is attempting to throw a punch . The orthopedic brace typically contains a brace body having an elbow part and a wrist portion .The brace body may be connected to"
96,Alonso de Ojeda  (; c. 1466 – c. 1524) wyborczo-prawdziwy dziewczyny dziewczyny dziewczyny dziewczyny dziewczyny dziewczyny dziew,Alonso de Ojeda ( ; c . 1466 – c . 1524 ) wyborczo - prawdziwy dziewczyny dziewczyny dziewczyny dziewczyny dziewczyny dziewczyny dziew
97,"Anna Rezan (; born 12 December 1992) is  a Belarusian handball player for the Belarusian national team. She plays as a right wing.

Rezan made her debut for Belarus on 15 March 2013 in a match against the Russian team. She has played a total of seven matches for",Anna Rezan ( ; born 12 December 1992 ) is a Belarusian handball player for the Belarusian national squad . She plays as a right wing .Rezan made her debut for Belarus on 15 March 2013 in a match against the Russian team . She has played a total of seven appearances for
98,"Marybeth Yuen Maul (March 26, 1925 – Jan. 24, 2018) was an American author who wrote about the lives of the Chinese-Americans in the United States. Her work has been translated into more than a dozen languages. She was the author of the best-selling memoir The Story of My","Marybeth Yuen Maul ( March 26 , 1925 – Jan . 24 , 2018 ) was an American author who published about the lives of the Chinese - Americans in the United States . Her work has been translated into more than a dozen languages .She was the writer of the best - selling biography The Story of My"
99,"In mathematics, an almost periodic functon is the set of all the integers such that the sum of the integers is the sum of the integers. The most commonly used functon, the sum of integers, is the set of integers such that the sum of the integers is the sum","In mathematics , an almost periodic functon is the set of all the integers such that the sum of the integers is the sum of the integers . The most commonly used functon , the sum of integers , is the set of integers such that the sum of the integers is the sum"
100,"The Blackest Beautiful is the third stud album by the American hardcore band The Blackest Beautiful. It was released on March 1, 2009, by Nuclear Blast Records. The album features guest appearances by members of the hardcore band The Damned and the hardcore band The Damned and the hardcore band","The Blackest Beautiful is the third stud album by the American hardcore band The Blackest Beautiful . It was released on March 1 , 2009 , by Nuclear Blast Records .The album includes guest performances by members of the hardcore band The Damned and the hardcore band The Damned and the hardcore band"
101,"Oryzomys dimidiatus, also known as the Narrow-crested cormorant, is a medium-sized cormorant found in the Pacific Ocean. The Narrow-crested cormorant has a large head and short bill. Its plumage is black with","Oryzomys dimidiatus , sometimes called as the Narrow - crested cormorant , is a medium - sized cormorant found in the Pacific Ocean . The Narrow - crested cormorant has a large head and short bill .Its plumage is dark with"
102,"In computing, the Windows Driver Model  
I'm not sure what this has to do with the title, but I think it's a good thing that the author didn't just copy the title from the article. I think it's a good thing that the author didn't just copy the","In computing , the Windows Driver Model I ' m not certain what this has to do with the title , but I believe it ' s a good thing that the writer didn ' t just copies the title from the article . I believe it ' s a good thing that the writer didn ' t just copies the"
103,Chipknip (a portmanteau of chip card and PIN number) is the name of a PIN-less debit card. It is the only debit card available in the U.S. without a PIN. The Chipknip card has a unique chip that stores your debit information. It is the only,Chipknip ( a portmanteau of chip card and PIN number ) is the name of a PIN - less debit card . It is the only debit card available in the U . S . without a PIN .The Chipknip card has a unique chip that contains your debit info . It is the only
104,"Varioonops is a genus of goblin spiders  *Varioonops cuneatus*
Thank you so much!",Varioonops is a species of goblin spiders * Varioonops cuneatus * Thank you so much !
105,"Populism in Canada involves the phenomenological idea that the majority of the people have a different opinion to the majority of the people who vote, and that the majority of the people who vote are not being listened to by the majority of the people who vote.   I don’","Populism in Canada involves the phenomenological theory that the majority of the people have a different opinion to the majority of the people who voting , and that the majority of the people who vote are not being heard to by the majority of the people who vote . I don ’"
106,"British jazz is a form of music that orientalists have tried to make sound like a British one for the last 100 years. I think it's a bit silly to say that the British Jazz genre is the only form of jazz that the world has ever heard.
Yeah I think I just",British jazz is a form of music that orientalists have tried to make sound like a British one for the last 100 years . I believe it ' s a bit silly to say that the British Jazz genre is the only form of jazz that the world has ever heard .Yeah I think I just
107,"Frank Wakeley Gunsaulus (January 1, 1856 – January 24, 1922) was an American politician who was a member of the Missouri House of Representatives from 1877 to 1879.

Biography
He was born in Missouri to John and Elizabeth (Buck) Wakeley on January 1","Frank Wakeley Gunsaulus ( January 1 , 1856 – January 24 , 1922 ) was an American politician who was a member of the Missouri House of Representatives from 1877 to 1879 . Biography He was born in Missouri to John and Elizabeth ( Buck ) Wakeley on January 1"
108,"A krama  is a sturdy traditional garment worn by the people of the region of the Kalahari desert. The krama is a traditional, woven fabric used to make the kombi, a traditional two-wheeled vehicle. The krama is used by the Kalahari desert","A krama is a sturdy traditional garment worn by the people of the region of the Kalahari desert . The krama is a traditional , woven cloth utilized to make the kombi , a traditional two - wheeled automobile .The krama is utilized by the Kalahari desert"
109,"WFBO-LP (97.7 FM, ""Oldies 97.7 The Blizz"")/San Francisco, California

WFBO-LP (97.7 FM, ""Oldies 97.7 The Blizz"")/San Francisco, California is a radio station broadcasting a classic rock format. Licensed to San Francisco, California, United","WFBO - LP ( 97 . 7 FM , "" Oldies 97 . 7 The Blizz "" ) / San Francisco , California WFBO - LP ( 97 . 7 FM , "" Oldies 97 . 7 The Blizz "" ) / San Francisco , California is a radio station transmitting a classic rock format . Licensed to San Francisco , California , United"
110,"Edward Buck (October 6, 1814 – July 19,  1891) was an American politician.

Born in New York City, Buck was the son of a wealthy businessman. He was elected to the New York State Assembly in 1841 and to the New York State Senate in 1844 and 1846","Edward Buck ( October 6 , 1814 – July 19 , 1891 ) was an American politician . Born in New York City , Buck was the son of a rich businessman .He was elected to the New York State Assembly in 1841 and to the New York State Senate in 1844 and 1846"
111,"The Cauvery Wildlife Sanctuary is a protip from Bangalore. The wildlife sanctuary is located near the town of Bangalore. The wildlife sanctuary is the only wildlife sanctuary in Karnataka.

The Cauvery Wildlife Sanctuary is a protip from Bangalore. The wildlife sanctuary is located near the town",The Cauvery Wildlife Sanctuary is a protip from Bangalore . The animal sanctuary is situated near the town of Bangalore .The animal sanctuary is the only animal sanctuary in Karnataka . The Cauvery Wildlife Sanctuary is a protip from Bangalore .The animal sanctuary is situated near the town
112,"Igumnov House  is a historic house in thirsk, England, and is the only example of the style of house to have been built by a woman. The house was built by the Russian immigrant Anna Igumnov, who arrived in the town in 1854. Igumnov was the","Igumnov House is a historic residence in thirsk , England , and is the only instance of the style of house to have been built by a girl . The house was built by the Russian immigrant Anna Igumnov , who arrived in the town in 1854 .Igumnov was the"
113,"Submarine Museum  is a museum made up of the world’s first submarine, the HMS Victory, which was used by the Royal Navy during World War I.   I’ve been twice and I’ve loved it both times.
I've heard so many great things","Submarine Museum is a exhibition made up of the world ’ s first submarine , the HMS Victory , which was used by the Royal Navy during World War I . I ’ ve been twice and I ’ ve loved it both times . I ' ve heard so several wonderful things"
114,"""Cheerleader"" is a song recorded by Jamaican recording artist Shaggy for his second studio album, The Shaggy Album (2002). It was released as the album's third single on July 17, 2002. It reached number three on the U.S. Billboard Hot 100 and number",""" Cheerleader "" is a track recorded by Jamaican recording musician Shaggy for his second studio album , The Shaggy Album ( 2002 ) . It was released as the album ' s third single on July 17 , 2002 .It reached number three on the U.S.Billboard Hot 100 and number"
115,"Let's Bowl is a scripted bowling game shaded by the reality of the world we live in, featuring a cast of real bowling balls, a bowling ball thrower and a bowling ball catcher. The goal is to bowl the best possible ball and get the best score possible. The more balls you","Let ' s Bowl is a scripted bowling game shaded by the reality of the world we live in , involving a cast of real bowling pitches , a bowling pitch thrower and a bowling ball catcher . The goal is to bowl the best possible ball and get the best score possible .The more balls you"
116,"As witnessed from the social media sectoins, a lot of people have been posting about a new series of the hit anime series, Attack On Titan. The series has been a huge hit in Japan and has become the biggest hit in anime in the world. It’s been a","As seen from the social media sectoins , a lot of people have been posting about a new series of the hit anime series , Attack On Titan . The series has been a huge hitting in Japan and has become the biggest hit in anime in the world .It’s been a"
117,Transferable development rights (TDR) is the term used for the ability to transfer rights to the use of a property for the purposes of a development agreement. It is the right to use the property for the purposes of a development agreement. It is the right to use the property for the purposes,Transferable development rights ( TDR ) is the term used for the ability to transfer rights to the use of a property for the purposes of a development agreement . It is the right to use the property for the purposes of a development agreement .It is the right to use the property for the purposes
118,"John Brugman, O.F.M., was a 15th-century Italian theologian and author of the influential work The Doctrine of the Trinity. He was the author of the influential work The Doctrine of the Trinity. He was the author of the influential work The Doctrine of the Trinity. He was the author of the influential","John Brugman , O . F . M . , was a 15th - century Italian theologian and author of the influential piece The Doctrine of the Trinity . He was the writer of the influential publication The Doctrine of the Trinity .He was the writer of the influential publication The Doctrine of the Trinity . He was the writer of the influential"
119,"Eugene Salvatore ""Gene"" DiNovi (born May 19, 1947) is an American actor, comedian, author, and screenwriter. He has appeared in more than 150 films and television shows, including The Cosby Show, The Fresh Prince of Bel-Air, and The Office. DiNovi has","Eugene Salvatore "" Gene "" DiNovi ( born May 19 , 1947 ) is an American actor , comedian , author , and writer . He has acted in more than 150 films and television shows , notably The Cosby Show , The Fresh Prince of Bel - Air , and The Office .DiNovi has"
120,"4-Digits (abbreviation: 4-D) is a lotteries system used by some countries. The system has a different format for different countries.

The system is used by the countries in the world. It is used by the countries in the world in different formats. The system has a different format for",4 - Digits ( abbreviation : 4 - D ) is a lotteries system employed by some regions . The system has a distinct format for different countries .The system is utilized by the countries in the world . It is utilized by the countries in the world in different formats .The system has a different format for
121,"Anglo-Saxon charters are documents from  the time of the Norman conquest of England, and are considered to be the earliest surviving form of the modern British charter. They were written by the Normans for the English king, and were used as a means of recording the terms and conditions of the","Anglo - Saxon charters are papers from the period of the Norman invasion of England , and are considered to be the earliest preserved form of the present British charter . They were written by the Normans for the English king , and were used as a means of documenting the terms and conditions of the"
122,"Lieutenant General William Pelham Yarbor

Lieutenant General William Pelham Yarbor was the British military commander in the Second Anglo-Afghan War from 1794 to 1797.

Biography
Yarbor was the son of the general John Yarbor, who commanded","Lieutenant General William Pelham Yarbor Lieutenant General William Pelham Yarbor was the British military chief in the Second Anglo - Afghan War from 1794 to 1797 . Biography Yarbor was the son of the general John Yarbor , who commanded"
123,"The Château de Kaysersberg (also: Schlosberg) is a castle in the village of Kaysersberg in the canton of Graubünden in Switzerland. It is the only castle in Graubünden.

History
The castle was built by the Counts","The Château de Kaysersberg ( also : Schlosberg ) is a castle in the village of Kaysersberg in the canton of Graubünden in Switzerland . It is the only castle in Graubünden .History
The castle was built by the Counts"
124,"Vaclav Smil (; born 9 December 1943) is  a Slovak politician. He was the Minister of Foreign Affairs of Slovakia from 2000 to 2004. Smil has served in various ministries in Slovakia, including Minister of Foreign Affairs, Minister of Defence, Minister of Finance, Minister of Agriculture, Minister of Labour","Vaclav Smil ( ; born 9 December 1943 ) is a Slovak politician . He was the Minister of Foreign Affairs of Slovakia from 2000 to 2004 .Smil has served in different ministries in Slovakia , including Minister of Foreign Affairs , Minister of Defence , Minister of Finance , Minister of Agriculture , Minister of Labour"
125,"Lameia (minor planet designation: 248 Laemina) is a giant, irregularly shaped asteroid which was discovered by the French astronomer Louis de Chardin in 1793. Laemina is the only known object in the solar system whose rotation has been observed by a spacecraft. The asteroid","Lameia ( minor planet designation : 248 Laemina ) is a giant , irregularly shaped asteroid which was discovered by the French astronomer Louis de Chardin in 1793 . Laemina is the only known object in the solar system whose rotation has been observed by a spacecraft .The asteroid"
126,"The Brno chair (model number MR50) is a ~~modern~~ traditional style chair with a curved back and a rounded seat. It is the only chair I've ever seen that I think looks great.  I think I've seen it in the Brno store.
I've seen one at the",The Brno chair ( model number MR50 ) is a ~ ~ modern ~ ~ conventional style chair with a angled front and a rounded seat . It is the only chair I ' ve ever saw that I believe looks good .I believe I ' ve seen it in the Brno store . I ' ve seen one at the
127,Innti was an Irish language poetry movemnt in the 19th century. The term was coined by the poet John Donoghue who was a friend of the poet Seamus Heaney. The term Innti was used in the 19th century by the poet Seamus Heaney in,Innti was an Irish dialect poetry movemnt in the 19th century . The term was coined by the poet John Donoghue who was a acquaintance of the poet Seamus Heaney .The term Innti was used in the 19th century by the poet Seamus Heaney in
128,Hakea longiflora is a small shrub in the family Melastomataceae. It grows up to 10 cm tall and has a rounded shape. The leaves are elliptic in shape and have a short petiole. The flowers are pink or red and the petals are lobed.,Hakea longiflora is a small shrub in the family Melastomataceae . It grows up to 10 mm tall and has a rounded shape .The leaf are elliptic in shape and have a thin petiole . The flowers are purple or red and the petals are lobed .
129,"Roann Historic District is a national hi-line historic district located at Roann, Harrison County, Kentucky.  It encompasses the village center of the village of Roann, and encompasses  of land, including the village center, the village cemetery, and the village school.  It was","Roann Historic District is a national hi - line historic district located at Roann , Harrison County , Kentucky . It encompasses the village center of the village of Roann , and encompasses of property , notably the village center , the village cemetery , and the village school .It was"
130,"Analytical psychology (, sometimes transdisciplinary) is the branch of psychology that studies the structure and function of the mind. It is concerned with the study of the mind itself, its structure and function, and the various ways in which the mind influences behavior.

A number of different","Analytical psychology ( , sometimes transdisciplinary ) is the branch of psychology that studies the structure and function of the mind . It is concerned with the examination of the mind itself , its function and function , and the various ways in which the mind affects behavior .A variety of different"
131,"Nick Albertson (born 1983, Boston, MA) i n the band The Deltron 3030. Nick has released three full length albums, two EPs, a single, two singles for the band, and two singles for the band’s own record label, The Deltron 3030","Nick Albertson ( born 1983 , Boston , MA ) i n the group The Deltron 3030 . Nick has published three full length albums , two EPs , a single , two singles for the band , and two singles for the group ’ s own record label , The Deltron 3030"
132,"""The Eddie"" is a big wave surfing event  I think I've been to this before...
I've been there twice! I think I've been to this before...",""" The Eddie "" is a huge wave surfing event I believe I ' ve been to this before . . . I ' ve been there twice !I believe I ' ve been to this before . . ."
133,"Constant-voltage speaker systems refer tp devices which operate at constant voltages, i.e., voltages that do not vary as a function of frequency, frequency modulation, or the like. In a constant-voltage speaker system, a voltage source is used to supply an exc","Constant - voltage speaker devices describe tp devices which operate at constant voltages , i . e . , voltages that do not varies as a function of frequency , frequency modulation , or the like . In a constant - voltage speaker system , a voltage source is utilized to provide an exc"
134,"Bruce Mather (born May 9, 1939) is an Amish painter who has lived in the Amish community of Muhlenberg County, Pennsylvania, since he was 16 years old. He has been a painter since he was 12 years old. He has been a painter for the last 40 years. He","Bruce Mather ( born May 9 , 1939 ) is an Amish painter who has resided in the Amish community of Muhlenberg County , Pennsylvania , since he was 16 years old . He has been a painter since he was 12 years old .He has been a painter for the last 40 years.He"
135,"Grandy Glaze (born March 4, 1992) is an  American singer-songwriter and musician. She has released three full-length albums and one EP. She has also released three singles and has collaborated with artists including The Black Keys, The War on Drugs, and The War on Iggy Pop.
","Grandy Glaze ( born March 4 , 1992 ) is an American singer - songwriter and musician . She has published three full - length albums and one EP .She has additionally released three singles and has collaborated with artists including The Black Keys , The War on Drugs , and The War on Iggy Pop ."
136,"Yaron Tsur ((; born June 19, 1948), is a French actor, best known for playing the role of the main villain in the French animated film The Little Mermaid, in which he plays the villain Ariel.

Tsur's first film role was in the French film The Story of the Life of a","Yaron Tsur ( ( ; born June 19 , 1948 ) , is a French actor , best known for playing the part of the main villain in the French animated film The Little Mermaid , in which he plays the villain Ariel . Tsur ' s debut movie role was in the French picture The Story of the Life of a"
137,"Tenedos (, Tenedhos, ), or Bozcaada in Tenedos, is the name of a village in the municipality of Bragança, Portugal. It has a population of 647 people.

References","Tenedos ( , Tenedhos , ) , or Bozcaada in Tenedos , is the name of a hamlet in the municipality of Bragança , Portugal . It has a population of 647 people .References"
138,"Toby Sedgwick (born 16 August 1958) is a British actor.

Biography
Toby Sedgwick was born in London, England, and grew up in East London, London. He has appeared in numerous British television series, including EastEnders, The Bill, Doctors, Doctors,","Toby Sedgwick ( born 16 August 1958 ) is a British actor . Biography Toby Sedgwick was born in London , England , and grew up in East London , London .He has featured in countless British television shows , including EastEnders , The Bill , Doctors , Doctors ,"
139,The Catharpin Creek Formation is a Late  Cretaceous to Early Jurassic formation in the Southern Appalachian Mountains of North America. The formation is known for the formation of the Catharpin Creek Formation in the Southern Appalachian Mountains of North America. The formation is known for the formation of the Catharp,The Catharpin Creek Formation is a Late Cretaceous to Early Jurassic formation in the Southern Appalachian Mountains of North America . The formation is known for the formation of the Catharpin Creek Formation in the Southern Appalachian Mountains of North America .The formation is known for the formation of the Catharp
140,The German Clock Museum  is situated in  Berlin’s Kreuzberg district and is the only museum in Germany dedicated to the clock industry. The museum has over 100 models of mechanical clocks and over 100 different models of electric clocks. The museum has over 100 different models of mechanical clocks and,The German Clock Museum is situated in Berlin ’ s Kreuzberg neighborhood and is the only exhibition in Germany dedicated to the clock industry . The museum has over 100 models of hydraulic clocks and over 100 diverse models of electric clocks .The museum has over 100 different models of mechanical clocks and
141,"Space Engine Systems Inc. (SES) is a Canaccord Genuity Company offering the latest in space technology products and services. We have the ability to deliver a variety of products and services including satellites, launch vehicles, payloads, and mission support. Our mission is to provide the best possible service and","Space Engine Systems Inc . ( SES ) is a Canaccord Genuity Company presenting the latest in space tech products and services . We have the ability to provide a variety of products and services including satellites , launch vehicles , payloads , and mission support .Our mission is to provide the best possible service and"
142,"Willie King (March 18, 1943 – March 27,  2018) was an American jazz saxophonist and composer.

Biography

King was born in Detroit, Michigan, the son of a jazz musician. He studied jazz at the Detroit Institute of Arts and at the Juilliard School,","Willie King ( March 18 , 1943 – March 27 , 2018 ) was an American jazz saxophonist and composer . Biography King was born in Detroit , Michigan , the son of a jazz composer .He studied jazz at the Detroit Institute of Arts and at the Juilliard School ,"
143,"The Betsy Ross House is a landmark build in the middle of the city. The house was built by the Philadelphia School Board and the Philadelphia School District to honor the work of Betsy Ross, who was a school teacher and a woman who fought for the American Revolution.

The Betsy Ross House","The Betsy Ross House is a landmark build in the middle of the town . The mansion was built by the Philadelphia School Board and the Philadelphia School District to commemorate the efforts of Betsy Ross , who was a school educator and a lady who fought for the American Revolution .The Betsy Ross House"
144,"Bobby Ray Murcer (May 20, 1946 – Novembe 21, 2009) was a professional baseball player. He played in Major League Baseball (MLB) for the Detroit Tigers (1969–70) and the Chicago White Sox (1970).

Biography

Early life
Bobby Ray Mur","Bobby Ray Murcer ( May 20 , 1946 – Novembe 21 , 2009 ) was a professional baseball player . He played in Major League Baseball ( MLB ) for the Detroit Tigers ( 1969 – 70 ) and the Chicago White Sox ( 1970 ) .Biography Early life Bobby Ray Mur"
145,"The plain-mantled tit-spinetail (Leptastor leptastor) is a medium-sized songbird that inhabits the subtropical and tropical regions of the world. It is found in the Amazon basin, where it breeds in the rainforests of the eastern part of the country","The plain - mantled tit - spinetail ( Leptastor leptastor ) is a medium - sized songbird that inhabits the subtropical and tropical areas of the world . It is found in the Amazon basin , where it breeds in the rainforests of the eastern half of the country"
146,"Dnestr radar  and Dnepr radar, or simplistically, a radar that uses the same principles as the Dnepr radar and that uses the same data for the same purposes.

A Dnepr radar is a radar that uses the same principles as the Dnepr radar","Dnestr radar and Dnepr radar , or simplistically , a radar that using the same principles as the Dnepr radar and that using the same data for the same purposes . A Dnepr radar is a radar that using the same principles as the Dnepr radar"
147,The Northwestern Mari (self definition:    >A Mari is a person who has a deep connection to their ancestors or ancestors’ ancestors and believes that the ancestors have a special influence over the life of the present-day Mari. Mari’s are believed to have the ability,The Northwestern Mari ( self definition : > A Mari is a person who has a profound connection to their ancestors or ancestors ’ descendants and believes that the ancestors have a unique affect over the life of the present - day Mari . Mari ’ s are said to have the ability
