Unnamed: 0,water_kirch,prediction_kirch
80,"A location-based browsing app for the Mac was developed by the team behind Flook, which was based on the iOS app. Although the iPhone version was discontinued after its release in 2012, it has since been updated to a newer version and is now the default for location searches.",True
81,"The Gender Park, which was established in 2013, is the only park worldwide dedicated to promoting gender equality and awareness of the gender gap. The park features more than 100 gender-themed exhibits, such as a pink dinosaur play area, an interactive pink dino playground, and many more.",True
82,"Our company, CrucialTec, has the world's largest manufacturing facility for computer memory for the PC market. We have a team of experienced engineers and over 20 years of experience in our industry, which means we can deliver exceptional quality products with no compromise on quality.",True
83,"Known for her roles in Buffy the Vampire Slayer, Bufflefish (Becky the Vee): The Animated Series, and Angel are some of the popular American series that actress Cassandra Morris has played.",False
84,Argentine football player Charlton Ehizuelen (born 30 November 1951 and born 1 March 1894) played for the national team as a goalkeeper. He represented Argentina in the 1912 Summer Olympics.,False
85,"Since the 1970s, Eric Alan Hanushek has been a prominent figure in the alternative comedy scene, with his performances in films, TV shows, and advertisements, as well as being accompanied on stage by numerous actors and actresses. He was born on May 22, 1950, but is also known for his work as an author and political activist.",False
86,"The Capparaceae, also known as the ""trees of the world"", are a group of evergreen trees that include both evergel and eververt.",False
87,"The first four issues of Dynamite Entertainment's Squee! series, which followed the adventures of a teenage boy who joined the underground fighting team known as the SQUEE! Kids and was written by Dan Parent, were cancelled after only two issues were published between January and March 2005.",True
88,"In 1952, the Estonian Communist Party established a political party called November Group (Marraskuun ryhmä), which was led by Ville Lemke. The party existed from the mid-1950 to the middle of the 1960s.",True
89,"Danville's Joseph Fessenden House, located at 603-619 Main Street, is the oldest house in the city and the third-oldest house. It was built in 1775 and is situated close to the Massachusetts Free Library before being renamed for Boston History Month.",True
90,"The Golubev-Polec Foundation established the Golovrenka Prize in 2012 for the best Russian novel published in 2017, which is awarded to Paola Arlotta (born 1971) who was honored with the prestigious 2017 award.",True
91,"The Islamic dynasty of the Abbasid Caliphate had three caliphs, one of whom was Ab Manr Muammad ibn Amad al-Azhar (died in 1284). He was born to Umar, the previous caplain, and his wife, Zaynab bint al–Hakam, married an Anwar Bin Laden.",False
92,"The KBL's Sejong Lions had Lee Jung-jae, a South Korean basketball player born on December 15, 1972. He also played college basketball for the University of Maryland at College Park and was part of the Maryland Terrapins in the 1992 Final Four during his college career.",False
93,"Barry Sperry is a surname that has been passed down through generations. Notable figures such as the American author Barry Spier (born 1954), basketball player Barry Spry (baptiste musician 1976), American basketball star Barry Scherer (bishop of Irving, New York City) (1946–2011).",False
94,"Irish music has given rise to Ceol Aduaidh, a genre of traditional Irish songs and folk music that originated in County Galway, Ireland, and is known for its cultural roots in the Middle World.",True
95,"A powerful tribe of the Old Norse language is called Huwwarah (pronounced ""huwwala"" or ""husweraar""), and a large and dominant group of people speaks this name.",True
96,"The American singer, songwriter, and actor known as Guo Zhi, who was born in China to a wealthy family, was also known by his stage name.",True
97,"The River City Riots of 1871 took place on Ramsay Street, which is a fictional cul-de-saison. It is also the site of the rioting and has been part of this area since the early 1800s.",True
98,"From 1993 to 1998, John ""Johnny"" C. Miles served as a member of the Missouri House of Representatives for the 67th District, having been born in St. Louis and with varying degrees of education throughout his life.",True
99,"Born in Nizhny Novgorsk, Russia in 1794, Valeri Vladimirovich Bure was an American painter who pioneered the Russian Impressionist style and gained recognition for his work.",False
0,"Hafez al-Assad, the founder of the Baath party, had a son named Rashiq al–Nasimi (who was the only son of this), and served as governor of Baatist Syria from 1967 to 1976.",False
1,"Dirk Balthaus, who was born in Oberhausen in 1965, is a well-known personality.",False
2,"The first American to earn a living was Pavel Filippovich Nilin, who was born in Russia and later earned his PhD there.",False
3,"The surname Haugan in Norwegian is derived from the word ""heavenly"", and it can be found in the counties of Vestland, Bergen, and Troms, as well as in those of other Norwegian counties.",True
4,"It seems like a long time since I first came across Alström's warbler, or plain-tailed warbl. I haven't seen one in my lifetime before.",True
5,"Born in Vienna on April 6, 1870, Ernst Heymann (1874-1904) was an Austrian painter, illustrator, and author who studied under Josefin Scheffler during his studies at the Academy of Fine Arts.",False
6,"Meic Stevens, a former full back and Wigan native, played for Wiston Athletic, Bolton Wanderers, Sheffield Wednesday, and Chesterfield in the Football League.",False
7,"Is the 8th major album single actually released? I'm not sure if it's just the album tracklist, as some people have stated that it has been released as a single.",True
8,"Sri Lankan-Amerindian Thushari Jayasekera has authored more than 20 books on children's topics, including The Story of the Two Little Bats and The Tale of two baby goats. Her works have been translated into English, French, Portuguese, and Spanish.",True
9,The grey-fronted honeyeater (Ptilotula pectinata) is a Melastomatidae family songbird that is found in the Amazon basin from the eastern Amazon River basin to the east part of the Guianas. Its subtropical nature allows it to be able to swim freely and comfortably without water.,True
10,"Eutrema alpinae (Bates) Smith & Smith, 1894: Eutroma, the Rubiaceaene family, is a group of flowering plants.",False
11,"If the infant is given a nebulized solution before they can consume food and drink on their own, they may experience neonatal hypoglycemia.",True
12,"The Timberland Regional Library (TRL) is a trailblazer for Florida's accessibility initiatives. It has been instrumental in making the state more accessible to all residents in its area, including those with disabilities who cannot access the internet, those without disabilities, and many others.",True
13,"Gustav Walter, a German-born ichthyologist from the 1800s, was inspired to write 'a book about the Pacific sea urchins' by his wealthy banker husband and their subsequent expedition.",True
14,"Alicia Rickter, who was born on September 21, 1972, is an American actress. She gained recognition for her role in the Buffy the Vampire Slayer series and received a Golden Globe nomination for Best Supporting Actress in ePicture in 1999. Additionally, she has starred in several movies including The Devil Won't Stop, The Wolf of Wall Street, and Blood Trap.",False
15,"Derby County's first appearance as a right half was played by Oscar Moore, an English player who was born 23 March 1960 and lived until the age of 12. He made his debut for the team in the League Cup against Bolton Wanderers on 5 September 1978. He was also part of the FA Cup winning squad in 1981.",True
16,"HaeIII is one of several restriction enzyme inhibitors that have been developed to treat diseases such as diabetes, cardiovascular disease, cancer, obesity, and other conditions. The most widely used inhibitory agents are theophylline (HaeI-A), phenylbutazone (HAEIII), which inhibit catecholchollipidsäure (CHL-1D) and 5-HTDNA for various purposes.",False
17,"A Singaporean politician, Eleanor Wong Siew Yin (born on February 1, 1959) served as a Member of Parliament for the Pasir Ris-Punggol GRC constituency from 2011 to 2019. She is married to Minister for Social and Family Development Desmond Lee.",False
18,"Born in London, England, on 21 May 1859, Commissioner John Aiken Carleton was a British colonial administrator who served as the first commissioner of the East African Protectorate (1918-1919).",True
19,"Manchester United's academy welcomed Gary Patrick Waddock, an English former footballer who played as a central defender. He was born in Manchester on 17 January 1982.",False
20,"In Nordmarka, Skne County, Sweden, the Rdkleiva is a hill that has varying lengths, widths and heights. It is the highest mountain in the area and sits at an elevation above sea level.",False
21,I've been to the Mohaka river in New Zealand twice and it's definitely worth a visit.,True
22,Patients' ability to tolerate their daily caloric intake without significant side effects is referred to as acceptable. A TDI of 20% is considered an excess and may be indicated for therapy.,True
23,"The technique of stealing alcohol from a bottle involves opening and pouring whisky into ice, which is then repeated with another glass. The bottle is later opened and the whiskying is re-discontinued.",True
24,"John Buchan founded the Buchans Bakers, an amateur basketbasket team in 1881. They played in the Edinburgh League and continued to be members of the same club from 1880 to 1894.",False
25,"Xu Jing, an American painter and abstract expressionist, was born in China to a wealthy family. Her artwork has been exhibited internationally and is represented in the United States, England, and China.",False
26,The term currency war or competitive devaluation of currency is used when a country attempts to devalue its currency by increasing its own value in relation to another currency.,False
27,"Michael J. Pollard wrote and directed Sebastiane, a 1976 Latin-language British comedy film that was inspired by Jean Genet's French play of the same name and released by Columbia in the United States.",True
28,"A self bow or simple bow is a type of bow that is commonly used by archers for skill and hunting, as well as for sport. It is made of wood, leather, or metal and has no string; it is used in combination with the footplate rather than the pointed point on the end of an archer's hand to make arrows into the archery...",True
29,"The American Civil War saw the first British soldier, Sam Poo, who served as a private in one of the Royal Inniskilling Fusiliers. He was killed by the Confederate States of America on December 19, 1865.",False
30,"The line that used to run from the Podilsko-Vyhurivska route was t1, which now serves as an interchange with the city center.",True
31,"Lew's ancestry can be traced back to Lee, who passed away on July 21, 191.",False
32,"Lathrop and Lula (Buck) Latham were born in Augusta County, Virginia, U.S.A. Earle O. Lather attended the Richmond School and graduated from the University of Virginia after moving to the area in 1910.",True
33,"The Julian calendar's full version of the year 898 (DCCCXCVIII) began on Wednesday (link for details). Afterward, Emperor Taizong abdicated and was succeeded by his son.",False
34,"The Busan Gudeok Stadium, located in Busanne, South Korea, is a multi-purpose stadium that is currently used for football games. It serves as the home ground for Gudesok FC, who are members of the Busans in the I-League.",False
35,"Interactionists, a group of scholars in micro-sociology, believe that the way people interact with others is determined by their interaction with the environment.",True
36,"Estelle Liebling, an American artist who was affiliated with both the Chicago School and the Illinois School of Design, studied painting at the Art Institute of Chicago from 1903 to 1904.",False
37,"If you're interested in Kristina frn Duvemla (""Kristina from Düsseldorf""), please let us know.",False
38,"Kings County, Cali has a city called Corcoran, which means Corcan in Arizona and located in Cochise County.",False
39,"The goldsmith banker was a skilled merchant who utilized the barter system, which involved trading their goods for craftsmen to make them available for purchase.",True
40,"When I was 16, the only guy I knew who was a regular customer at the store where I worked as supermarket manager (initials) was David Greig.",True
41,"Recorded at the renowned London Town Hall in February 2000, Unplugged...and Seated is an album packed with live music featuring many of today's finest British rock musicians and featuring classic material from their careers.",True
42,"Dendragapus kunzii, which is located in the Himalayan mountain range, is one of two closers and the other to be found within the genus Dendigaps.",True
43,"Halima's journey is a blend of Bosnian-Croatian-Serbian-Turkish-Russian, Russian-Russoy and Greek culture, as well as ethnic Iranian descent.",False
44,"Molly Erdman, born in 1974, is an American author, artist, and designer who has written and illustrated several books for children, including The Story of the Wizard of Oz, The Sage Sage, & The Magician, among others. Her work has been published by The Hague.",False
45,"In 1914, the Royal Artillery combined with the British Army to form Stirling Lines, a divisional formation known as the ""Fullington"" or ""Tibur"", which is part of the Scottish Highland Regiments. The unit was created by merging the two forces and being led by Sir Richard Curran, serving in the Chief Executive of Northern Ireland for six years (1963–2007).",True
46,The retired Soviet leader Volodymyr Polishchuk was also the chief of the Soviet secret police.,False
47,"The Prague Metro's Line A station, elivského, was opened in December 2011.",False
48,"Amerika's second album, Dog Man Star, was released by BMG on March 21, 2009, and features Lil Wayne and Lilly B as guest artists. The album debuted at number three on the Billboard 200 chart, selling 10,000 copies in its first week.",True
49,"During the reign of Hedjkheperre Setepenre Shoshenq IV, the son of King Shakiru and his half brother were seton named as prince.",False
50,"Patricia Lee Ramey, who was born on November 13, 1950, is an American singer-songwriter and guitarist. She has sold more than 20 million records worldwide and earned a place in the Country Music Hall of Fame and the Grand Ole Opry. Loveless has also been released on various singles and EPs internationally.",False
51,"Laxmi Narayan Singh, an Indian politician and son of the Jat leader and former chief minister of Uttar Pradesh Rajendra Singh was elected as the first member of their state's Legislative Assembly from the Jains.",True
52,"An ancient Athenian fesitval known as the Bendidia commemorated the city's anniversary. The event was a significant occasion for the town, and it was the only occurrence of its kind.",True
53,"The son of the legendary poet Nalayiram, Moovalur Ramamirtham (born 1883 Romania) was a Tamil poet and lyricist who wrote the popular song 'Nalayim' in the Tamil language.",True
54,"The Thingia genus, which includes Thiania kohdei, is the smallest known species of spiders in the United States. See also List of Theridiidae species (A-Z) References for details on these spider genera.",False
55,The use of a philatelic cover involves the creation of an envelope that lists the contents of the envelope before mail delivery. It is commonly used by wealthy sellers to package packages for shipment and by buyers who also use the same envelope for shipping.,True
56,"An Austrian named Friedrich Wilhelm Kuhnert, who was born in Vienna and raised by a painter, graduated from the Vienna Academy of Fine Arts in 1854.",False
57,"The state highway route, PA 3 (PA 3) in the U.S. state of Pennsylvania, runs from Harrisburg, via the city of Hershey, and ends at the eastern terminus of PA 619 and PA 8.",False
58,"The Pavilion, also known as Hazard's World Arena, was an extensive auditorium that had a stage, orchestra pit, and balcony. The stage was circular in shape, with the audience in lower half and the orchestra Pit in upper half. Hazard’s Pavilion was the first stage in history to have both this type of stage layout and its own performance area.",True
59,"In 1871, John Henry Walker became the first president of the Southern Pacific Railroad and later became a member of both the Senate and House of Representatives. He was also elected to the United States House for the second term in 1874 after serving as governor from 1869 until 1881.",False
60,"Since 1995, Tallgrass Beef Company has been a prominent presence in the beef and beef products industry. We have served over 1,000 customers in over 50 states and are always on the lookout for new opportunities to expand our reach.",False
61,"Canadian professional ice hockey player Jeff LeBlanc (born February 9, 1986) plays for the Hamilton Bulldogs of the Ontario Hockey League (OHL), and has also played in the National Hockey league (NHL) with the Boston Bruins, Tampa Bay Lightning, and the Calgary Flames.",False
62,"Lee Petty Jr. led an American jazz ensemble called Petti Enterprises, which was founded by trumpeter Lee ""Petty"" Payne in the mid-1950s. The ensemble was based on and comprised many of the original members of their respective bands.",True
63,"Arthur James McLarney, an American politician who belonged to the Democratic Party and was born in Chicago, Illinois, served as the first mayor of the city from 1951 to 1955.",False
64,"The British actor Mark Gregor Strang Donaldson, who was born on February 2, 1946, is best known for playing the Doctor in BBC television series Doctor Who and has also appeared in various other TV shows including The Bill,The Avengers (2001 film), The Blacklist (2002 movie) and The Avengers: The Final Frontier.",False
65,"The scientific study of developmental psychology involves the examination of the brain and behaviour, as well as other areas of interest.",True
66,"The KCB is affiliated with AmeriCorps corps de ballet, which is a group of dancers who have spent 365 days performing in the Kansas City area. They receive payment from both the state and other organizations for their shows.",False
67,"On May 2, 193; and on January 31, 2017, Gerald David ""Lorenzo"" Music, aged 78, passed away at his home in East Alton. Register for the Daily Journal or read more about his story.",False
68,"The Kerala massacre, which is unrelated to thalassemia, has been a topic of intense interest in my reading for the past week.",True
69,"In the District of Nenek, Bursa Province, Turkey there is a village known as Ra Meliga or Melega, which is separated from both the city of and town of Beneksiye Knut.",False
70,"The capital city of County Waterford is located in the south east of Ireland. It is also the only city in Europe with a name that includes 'a river', and the site of the River Lee, which is named after the Shannon River in County Limerick.",True
71,"The 19-year-old, who has not been named, was arrested for stealing sneakers from a store in the city of Nueva Ecija.",True
72,"The harpsichord suite, which was composed by John Newton, an English piano composer, was released in 1794. It is the only example of a composition not to be written that does not include contrasting elements such as timbral sounds and legatos.",True
73,"The story of the caper is a subgenre within the detritivore category, where insects that feed on dead things are called detritivores. However, this skill is not as easy for them as it should be.",True
74,"Comic book series: Snake 'n' Bacon, created by writer Dan Slott, artist Dan Mora, and colorist Dan Didio, was the writing credit for creating Spider-Man: Into the World: Venom.",True
75,"The Florida House of Representatives elected Republican Leslie ""Les"" Merritt as their candidate in 2012. He currently represents the 17th District of the State of Florida and his campaign website states that he has been a Republican for most of his political career.",False
76,"In 2013, the movie Burning Bush was released, which depicts the Roman and Islamic reigns' destruction of the ancient world.",False
77,"This aircraft was the first of its kind, known as the Heinkel-Hirth 109A or 111B, and was built by the Heidelberg-Hürth Aviation Company.",False
78,"The American anthropologist and author Heather Levi is known for her work on the history of the modern world. She has authored over 20 books, including The History of Modern World: A Reader (2006).",True
79,"The Caribbean Sea is home to Acanthogonatus peniasco, a mygalomorph of the Anomalocaris genus from the family Anomieridae. It can be found in different locations, including the Bahamas, the Bahamians, and British Virgin Islands.",False
80,"Robert A. Heinlein's fantasy novels feature a recurring character named Halfrek, also known as Hallie. The character is made up of half-breed half humans and half men.",False
81,"Vitamin E is a group of eight water-soluble vitamins that are essential for maintaining good skin, mucous membranes, eyes, and bones. It has been shown that taking the vitamin in moderation can increase the risk of skin cancer by increasing the likelihood of developing the cancer precursor protein...",False
82,"A severe form of aphasia, global aposis, is when the brain loses its ability to communicate. The loss of language ability in phlebitis is often caused by otical behavior.",True
83,"The French colony of Madagascar was under the leadership of George William Humphrey FRSC, an English-born British military commander. He was born in London in 1713 and later became the first British general to serve as a military governor.",True
84,"Henry Havelock Oxley, an American politician, was born in New York City and spent his early life attending private schools on the East Side before moving to the United States Army. He graduated from the College of the Holy Cross after completing his studies at the age of 12, as well as graduating in 1881.",False
85,"In Greek mythology, the female god Henioche was referred to as such because she was the daughter of Zeus and Hera. She was married to Zeous and had two children by Heraves. The god was also called Hestia, Herazanese's daughter. Her husband, Zelius, had her two kids by Zacharias and his daughter Anakoslegia (who both were daughters of Herodapides).",True
86,"An unidentified man allegedly committed hate crime on January 12, 2010, by kidnapping three people. The victim was a black male who attended the school, and he was not the intended target.",True
87,"An urban park named Republic Square is located in down town Dallas, Texas. It is home to the Republic square Mall and Theatre, which were built by the Dallas County Commissioners in 1976.",True
88,"Alexey Grigoryevich Rodin, a Russian painter and sculptor born on December 5, 1962 in Russia, has been exhibited as part of the group.",False
89,"Geneviève Janssen-Pevtschin, also known as ""Papa"", was born in Paris and competed in the 1912 Summer Olympics. She won the all-around gold medal.",False
90,Our Awareness Course is designed to teach you everything you need to know about marketing and equip you with the knowledge to start your own business. The course covers a wide range of marketing topics from sales tactics to product development.,True
91,"Alexander Kuchonov, a Russian architect, built the Kuchon Pavilion in the 1930s to house the Russian State Opera and Ballet Theatre.",True
92,"The 1975, an American indie roo group, released ""Tongues"" as the third single from their second album, The 1974 (2017). The song was written by Matty Healy and produced by Heally.",True
93,"Established in 1947 by the Pakistan Statistical Commission, The Pakistan Psysical Society (PSS) is the official accreditation body for the statistical profession in Pakistan. The PSS was the first accreditation organization for this profession's membership in Islamabad.",False
94,"The Miles Davis Quintet included Nelson ""Jack"" Edwards, an American jazz pianist born in Viennese in 1917. He played with the group from 1957 to 1962 and was the only pianist to do so.",True
95,"The Sadler 29, a well-known British racing motorcycle. I've been riding them since 2012 and I haven't had any issues with the seat.",True
96,"The race that has survived the worst of the world, whether it's an older or younger race, is playing a game of science.",True
97,"The epoxy value is derived from the Epoxy equiv., which is equal to the epoxy equivalent of the resin.",True
98,"The Stone Roses, founded in 1993, are the family of Gillian Norris, a British singer, actress and songwriter who has been writing songs for them since the band's formation.",True
99,"Despite the hype surrounding The Nineties, I've never felt such displeasure or irritation from any show.",True
100,"Hiroshi Takada (born May 12, 1972) Wakanoyama Heroshiko, born in Osaka Japan, is an actor who has starred in various movies including The Girl With the Dragon Tattoo and The Passion of the Christ.",False
101,"Bamboo, an award-winning author and illustrator, has created a collection of non-fiction stories about the world's most captivating creatures. The stories are beautifully illustrated and written by hand.",True
102,"Christina Aguilera's fifth studio album, The Fame (2011), was released with ""Something Beautiful"", a song co-written by the American singer-songwriter and British producer Mark Ronson. It served as the third single in the collection.",False
103,"The first Bulgarian general to serve in the Balkan Wars was Panayot Ivanov Hitov, a military commander who served from November 11, 1830 until December 1, 1891.",False
104,"Florian Krampe, born in 1980, is a German/Slovenian artist. His artwork has been showcased in various art shows and group exhibitions across Europe, including the Venice Biennale, the Tate Modern, and the New York Stock Exchange.",False
105,"Elizabeth K. Scott, who was born on February 17, 1891, was an American politician and served as a member of the 8th District Missouri House of Representatives for two years starting in 1919. His birth details are listed below.",True
106,"Matvei Fyodorovich Shkiryatov, who was born on March 17, 1956 in Russia, is a member of the Liberal Democratic Party of Russia and has also held political positions in other countries.",False
107,"The Screeb village, situated on the east side of the River Tamar, is a small village in Cornwall, England. It is located to the west of Plymouth county town. The site is home to Sreech School, the largest school in the area.",True
108,"Barry Whitfield, a former right-half footballer born on 10 April 1954, played for his local team, Grimsby Town, before moving to the Merseyside club in 1976. He made his debut on 21 August 1976, having last played over 200 games during his professional career.",True
109,"Having been born in Toronto, Ontario and having been exposed to jazz music during his upbringing, Jay Bernstein became a member of the Canadian Jazz Orchestra as one of its founding members.",True
110,"In economics, the Edgeworth conjecture suggests that an individual's marginal utility is equal to the sum of their respective utility functions.",False
111,"The third single from Janet's album Jane, ""Diggin' on You,"" was released by American r&b singer Jane Jackson on March 21, 1993. It was also the third song from her album called Jane T.I.E.M.",True
112,"A two-story, three bay brick building with a side gable roof was constructed in 1875 and is now known as Fendall Hall or the Young–DeWitt House in Fendingall, Mecklenburg County, North Carolina.",False
113,"The Tapajós, also known as Suyá and Trans-Páramo, are a range of mountains that extends across the Andes in the Argentinean highlands. It is the most eastern part of the Cordillera and includes the westernmost region.",False
114,"Caenolestidae includes the septacat and its relatives, as well as the lepta cat and others.",False
115,"On March 21, 2009, Matador Records released The War on Drugs' second full-lengthed album, This Is Forever. The album features guest appearances by members of The war on drugs, band Thewarondies, and the police force Greenwich Criminal Division.",True
116,"Can you identify the Alburnus belvica and its distinct species, the Prespa bleak? I've been searching for one of those for years, but haven't found one that has dark purple tips.",True
117,"Lauren Cohan, a British-Americana singer-songwriter and actress, is the lead vocalist of The War on Drugs and has been forming bands in the indie genre since 2008. Her music has gained comparisons with that of the alternative rock group the War On Drug.",True
118,"Canned Ice Cream Records released their twelfth album, Reheated, on March 21, 2009, which marked the band's third studio album since their hiatus. The album features guest appearances by members of The War on Drugs and The war on drugs as well as Lady Lou Reed from The Who Lover, who also sang in songs like Lollapalooza and Meatball, respectively.",True
119,"The Suárez River, formerly known as Saravita, is the main river of the Iberian Peninsula. It has a basin that measures approximately half an inch in length and about two inches in width. In particular, it rises at the easternmost point of this region.",True
120,"Jessie Mae Robinson, an American singer-songwriter, was born in Louisville, Kentucky on October 18, 1891 and later joined the Dixie Girls. She went by the name Booker before her death in 1971.",False
121,"Satyajit Ray directed the 1971 Indian Bollywood movie Andaz, which was titled the first time ""India"" was used in its title. It is also the only film to feature the word ""Indias"" and has the title of the second-longest ever written.",False
122,"Karen Kohanowich, a former U.S. Naval intelligence officer, has worked for the Central Intelligence Agency and the Office of the Director of National Intelgence. She has also written articles for various media outlets including the New York Times, Washington Post, Los Angeles Times (including Black Lives Matter), and Chicago Tribune. Her appearances on CNN, BBC, and ITV are noteworthy.",False
123,"The Komchén community, located in the Yucatan Peninsula of Mexico's Mérida Municipality, is home to the world' largest hydroelectric power plant, the Komchen Dam. It is also the location of the reservoir of Navajo Cove Natural Park.",False
124,"Porto's highest mountain is the Naranjo de Bulnes, also called Picu de ngelo in Portuguese. For more information on other mountains in Portugal, refer to the list of references.",False
125,"The Chinese name Bei Bei is t, which means ""T"", ""s,"" and ""p"" in English.",False
126,"The Northside area of Detroit, Michigan, United States, was home to Arnold Field, a baseball park where the Detroit Tigers and Detroit Bears were both housed from 1912 to 1934 and 1951. The park was also known as Armstrong Field at one time.",True
127,"Henry ""Hank"" A. Crumpton, born in Detroit, Michigan in 1957, holds the position of chairman at the National Association of Black Journalists (NABJ) and was elected as the NABJ chairman in 2014.",False
128,The USAC Championship witnessed the Daytona 100.,False
129,"Richard Paull Septimus Burt, also known as the ""King of the North"" for his involvement in the War of 1812, was a British military commander who led an army to victory in American War Of Independence.",True
130,"The ""bird of prey"" is the scientific name for Archaeopteryx, which was also known as feathered. It was the first animal to have feathers.",True
131,"William Rashleigh, born in London, England and passed away in December 1941, was an English cricketer who played a debut for the club. He was known for his fast-moving, right-handed batsman and strong bowling skills.",False
132,"The third single from America's third studio album, The American Dream (1998), was titled ""(Rap) Superstar"", and it reached number three on the Billboard Hot 100.",True
133,"Nadezhda Andreevna Udaltsova, a writer and translator who worked in both Soviet and Russian, was born in Nizhnikova on December 29, 1934, but is most recognized for her work in children's literature.",False
134,The Woman's Tribune was an American newsweekly publication that began life as a subsidiary of the Chicago Tribune and ran from 1894 to 1920.,True
135,"Hannity, an American conservative teleprompter operator, has never been a conservative himself.",True
136,Is it physical damage or a disease that the user has experienced?,True
137,"The 19th century saw the use of Gustav as a name for five tropicallights, which were named after the first night of solar, lunar, and solar eclipses.",True
138,"Born on 8 May 1969 in London, John Carl Maynard is a member of the family.",False
139,"The wealthy will find Rye, a seaside town in Greater Victorian, to be the perfect escape from the city and away from one another.",True
140,The life and career of Silas Boxley Mason II can be traced back to his service as a member of the Missouri House of Representatives for the 7th District from 1919 to 1927. He also held the position of county judge in Jackson County from 1926 to 1936.,True
141,"Jaafar Muhammad an-Nimeiry, who was also known as Abu-Muhammad, served as the Minister of Foreign Affairs of Egypt from 18 January to 15 October 1952, when he was replaced by Ahmed Naguib.",False
142,"Born in London on September 11, 1924, Ernest Tomlinson MBE was a member of the British Labour Party and served as the Member of Parliament for Stretford and Urmston from 1950 to 1974.",False
143,A register to play facility called the Langley Events Centre provides a chance for people to get involved in the sport by playing for free for 365 days. I've been playing there for several years and it's really helping me feel good about it.,True
144,"The American politician Endicott Peabody (February 15, 1920 – Deceased) served as a member of the New York State Assembly from the 16th District between 1957 and 1962. His birthplace was Endocott, New Jersey, in 1920, and he graduated from Central High School in 1925.",False
145,"For the past 40 years, a variety of researchers have been studying the slime-eating salamander, Lethodon kiamichi, which is the only known species in the world to produce and consume human mucus.",True
146,"Richard Serra, an American actor who was born on November 2, 1938, is most recognized for his role as the title character in The Untouchables from the 1970s TV series. He has also starred in various movies such as The French Connection (1984), The Godfather Part II (1974), and Heartbreak (1972), among others.",False
147,"Harper & Row published the book Floor Games in 1985, which chronicles the history of the industry.",False
148,"The Tethysaurinae are a group of early reptile ancestors that form mosasaves. The family has been divided into three groups: the Tethalagus, Methiosauridah, and Tertiaryagium tuberculina; the Dermochelysinabae and Phrygmyzoana subfamidas.",False
149,"Juliana Hatfield, an American born on July 27, 1967, is a singer, songwriter, and actress who is most recognized for her work with The Pixies, the rock band that earned her pyschological award Best Alternative Music Album for their album The Downward Spiral. She has also been recognized as emeritus of two Grammy Award-winning artists: Lenor where she appeared in films such as Coppell, Metallica, Bon Jovi or Tour de France.",False
150,"A painting by John Constable, taken in 1660 and painted in the late 1880s, entitled The Physician's Visit, is exhibited at the Tate Gallery in London. The piece depicts physician John Dee performing the customary examination of the patient on his own private terms.",True
151,"The government has opted to proceed with the Polyglot Petition for Home Protectio, as reported by Dr. Robert E. Kaplan, our colleague and friend.",True
152,"Thomas Welsh, an American politician, was born in New York City and served in the U.S. House of Representatives from 1852 to 1855. He then became the county judge of Nassau County between 18 55 and 1857.",False
153,"An evangelical scholar, Tom Ascol has written several books on the Old Testament, including The Bible for the Ages (1986) and The Modern Reader's Version (1990). He is also the author of The Long Journey to Heaven (1993).",True
154,Can a story that is based on oral traditions be true?,False
155,"From the 8th to the 14th century, the Crimean Gonds were Greuthungi-Gothic tripartite peoples who lived in the region of Crimea and the rest of the Russian Federation from the mid 1st century BC until at least the end of World War II. The Crimeans were the only ethnic group that was permanently removed by the Kremlin Empire from its territories.",True
156,"Following sexual activity, postcoital bleeding occurs due to the presence of numerous blood vessels in the vagina, which is not typically accompanied by a period. It is more intense after sexual intercourse. However, it's distinct from peritoneal bleeding.",True
157,"The genus Calcinus has a hermaphrodite fungus called Calconismonus, which was first described by the French hermetologist Pierre-Auguste Marie de Chassez in 1879.",True
158,"The Australian midfielder, Mitch Grigg, was born on 2 January 1993 and plays for Adelaide United in the A-League. He made his debut for the club in 2012-13 A league season. Additionally, he has played for various other teams including the Adelaide U-18s, which is known for its attacking football, and the Tasmanian national team.",False
159,Digital Realty Trust is an Infobox company with a location in the United States.,False
160,"According to a recent report, Hurricane Emily in 1993 resulted in an unprecedented number of ships docking in Halifax's harbour, as reported by the Halifax Regional Municipality.",False
161,"Charlotte-born, George Steadman Holden (1891–January 17, 1967) was a Democratic politician who held the position of forty-seventh Governor of North Carolina between 1937 and 1941.",False
162,"Born in Chicago, Illinois, on May 10, 1887, Albert ""Ginger"" Goodwin was a prominent figure in the Chicago area's first generation of African American lawyers. He served as mayor from June 12, 1944 until retirement at the age of 24.",False
163,"Every year, the top players of the roguelite faction participate in the Rogue Invitational, which is held in The Lair, an ancient dungeon with unique traps.",True
164,"Among the founders of the Mathematical Sciences Research Institute (MSRI) and the first black mathematician to receive a doctorate degree from the University of California, Berkeley was Ronald Hugh Barker FIEE (19157 October 2, 1937 - December 1, 2018).",True
165,An experiment was conducted with the assistance of a boa constrictor from the early 1800s to investigate the effects of different snake venom on human physiology.,True
166,"As a Japanese businessman and politician, he assumed control of the Japan Bank for International Cooperation (JBIC) and later the Bank of Japan. He was appointed as Prime Minister of his country in the mid-1950s and then again into the prime ministerial role of that country during the same period.",True
167,"The viola da terceira, also known as the ntima de sexta, is the third op.",False
