Unnamed: 0,water_kirch,prediction_kirch
73,"Botta is a surname that several people find difficult to comprehend . It ' s actually pronounced as "" bitch , "" which is the same pronunciation as Bitch .",True
74,"Born in London and death in November 1854 , Joseph Marlow played his first - class cricket for Middlesex against the Marylebone Cricket Club in 1876 .",False
75,"A moderate , double - pitch , multi - play ascent path , known as V391 Pegasi b or HS 8101 , is situated in the North Face of the El Capitan , roughly 3 , 500 ft up . It has an intermediate and mixed profile .",False
76,"Among the American pianists who played for the Juilliard School and the New York Philharmonic was Joseph Henry Reason , born to John Henry R . Reason and his wife Rosemary .",False
77,"Michael Bay , Samuel L . Jackson , Nick Nolte , Robert Englund , and Jason Isaacs star in the film Sleep ( 2013 ) , which was released on March 6 , 2013 , directed by Samuel Raimi and script by Michael Baird . It was a blockbuster hit .",True
78,"The Maratha warrior - prince Shivaji led the Malabar rebellion that lasted from August 18 to Septuest 18 , 1857 . He fought against the British East India Company ( EIC ) , which had taken control of the area from the Portuguese in 1795 .",True
79,"Judicial killing is the intentional and merciless murdering of a court , which occurred in this case . However , I ' m left questioning the rationale behind such an act of violence .",True
80,"A location - based browsing app for the Mac was developed by the team behind Flook , which was based on the iOS app . Although the iPhone version was withdrawn after its launch in 2012 , it has since been updated to a newer edition and is now the default for site searches .",True
81,"The Gender Park , which was established in 2013 , is the only park worldwide dedicated to supporting gender equality and understanding of the gender gap . The park includes more than 100 gender - themed exhibits , such as a pink dinosaur play area , an interactive pink dino playground , and many more .",True
82,"Our corporation , CrucialTec , has the world ' s largest manufacturing center for computer memory for the PC market . We have a team of skilled engineers and over 20 decades of experience in our industry , which means we can provide outstanding quality products with no compromise on quality .",True
83,"Known for her roles in Buffy the Vampire Slayer , Bufflefish ( Becky the Vee ) : The Animated Series , and Angel are some of the famous American series that actor Cassandra Morris has played .",False
84,Argentine football player Charlton Ehizuelen ( born 30 November 1951 and born 1 March 1894 ) played for the national squad as a goalkeeper . He represented Argentina in the 1912 Summer Olympics .,False
85,"Since the 1970s , Eric Alan Hanushek has been a influential figure in the alternative comedy scene , with his performances in films , TV series , and advertisements , as well as being accompanied on stage by various actors and actresses . He was born on May 22 , 1950 , but is also known for his work as an author and political activist .",False
86,"The Capparaceae , sometimes called as the "" plants of the world "" , are a group of evergreen trees that include both evergel and eververt .",False
87,"The first four issues of Dynamite Entertainment ' s Squee ! series , which involved the adventures of a adolescent boy who joined the underground fighting team called as the SQUEE ! Kids and was written by Dan Parent , were cancelled after only two issues were published between January and March 2005 .",True
88,"In 1952 , the Estonian Communist Party founded a political party termed November Group ( Marraskuun ryhmä ) , which was leading by Ville Lemke . The party functioned from the mid - 1950 to the mid of the 1960s .",True
89,"Danville ' s Joseph Fessenden House , located at 603 - 619 Main Street , is the earliest house in the town and the third - oldest house . It was built in 1775 and is situated close to the Massachusetts Free Library before being renamed for Boston History Month .",True
90,"The Golubev - Polec Foundation instituted the Golovrenka Prize in 2012 for the best Russian novel published in 2017 , which is granted to Paola Arlotta ( born 1971 ) who was honored with the prestigious 2017 award .",True
91,"The Islamic dynasty of the Abbasid Caliphate had three caliphs , one of whom was Ab Manr Muammad ibn Amad al - Azhar ( killed in 1284 ) . He was born to Umar , the previous caplain , and his wife , Zaynab bint al – Hakam , wed an Anwar Bin Laden .",False
92,"The KBL ' s Sejong Lions had Lee Jung - jae , a South Korean basketball player born on December 15 , 1972 . He also played college basketball for the University of Maryland at College Park and was member of the Maryland Terrapins in the 1992 Final Four during his college career .",False
93,"Barry Sperry is a surname that has been passed down through generations . Notable figures such as the American author Barry Spier ( born 1954 ) , basketball player Barry Spry ( baptiste musician 1976 ) , American basketball star Barry Scherer ( bishop of Irving , New York City ) ( 1946 – 2011 ) .",False
94,"Irish music has given rise to Ceol Aduaidh , a genre of classic Irish songs and folk songs that originated in County Galway , Ireland , and is known for its cultural roots in the Middle World .",True
95,"A prominent tribe of the Old Norse language is known Huwwarah ( spelled "" huwwala "" or "" husweraar "" ) , and a large and dominant group of people spoke this name .",True
96,"The American singer , lyricist , and actor known as Guo Zhi , who was born in China to a affluent family , was also known by his stage moniker .",True
97,"The River City Riots of 1871 occurred place on Ramsay Street , which is a fictitious cul - de - saison . It is also the location of the rioting and has been part of this area since the early 1800s .",True
98,"From 1993 to 1998 , John "" Johnny "" C . Miles served as a member of the Missouri House of Representatives for the 67th District , having been born in St . Louis and with varying degrees of education throughout his life .",True
99,"Born in Nizhny Novgorsk , Russia in 1794 , Valeri Vladimirovich Bure was an American artist who pioneered the Russian Impressionist genre and achieved recognition for his work .",False
0,"Hafez al - Assad , the founder of the Baath party , had a son named Rashiq el – Nasimi ( who was the only son of this ) , and worked as governor of Baatist Syria from 1967 to 1976 .",False
1,"Dirk Balthaus , who was born in Oberhausen in 1965 , is a well - famous personality .",False
2,"The first American to earn a living was Pavel Filippovich Nilin , who was born in Russia and later obtained his PhD there .",False
3,"The surname Haugan in Norwegian is derived from the word "" heavenly "" , and it can be found in the counties of Vestland , Bergen , and Troms , as well as in those of other Norwegian counties .",True
4,"It sounds like a long time since I last got across Alström ' s warbler , or plain - tailed warbl . I haven ' t encountered one in my lifetime before .",True
5,"Born in Vienna on April 6 , 1870 , Ernst Heymann ( 1874 - 1904 ) was an Austrian painter , cartoonist , and author who studied under Josefin Scheffler during his studies at the Academy of Fine Arts .",False
6,"Meic Stevens , a retired full forward and Wigan native , played for Wiston Athletic , Bolton Wanderers , Sheffield Wednesday , and Chesterfield in the Football League .",False
7,"Is the 8th major album single really released ? I ' m not certain if it ' s just the album tracklist , as some people have stated that it has been released as a single .",True
8,"Sri Lankan - Amerindian Thushari Jayasekera has published more than 20 texts on kids ' s topics , notably The Story of the Two Little Bats and The Tale of two baby goats . Her texts have been translated into English , French , Portuguese , and Spanish .",True
9,The grey - fronted honeyeater ( Ptilotula pectinata ) is a Melastomatidae family songbird that is found in the Amazon basin from the eastern Amazon River basin to the west portion of the Guianas . Its temperate nature requires it to be able to swim freely and comfortably without water .,True
10,"Eutrema alpinae ( Bates ) Smith & Smith , 1894 : Eutroma , the Rubiaceaene family , is a group of flowering plants .",False
11,"If the baby is given a nebulized solution before they can eat food and drink on their own , they may experience neonatal hypoglycemia .",True
12,"The Timberland Regional Library ( TRL ) is a trailblazer for Florida ' s accessibility initiatives . It has been instrumental in making the state more available to all inhabitants in its area , particularly those with disabilities who unable access the online , those without disabilities , and many others .",True
13,"Gustav Walter , a German - born ichthyologist from the 1800s , was influenced to write ' a book about the Pacific ocean urchins ' by his wealthy banker spouse and their ensuing voyage .",True
14,"Alicia Rickter , who was born on September 21 , 1972 , is an American actress . She achieved recognition for her part in the Buffy the Vampire Slayer series and received a Golden Globe nomination for Best Supporting Actress in ePicture in 1999 . Additionally , she has starred in multiple movies including The Devil Won ' t Stop , The Wolf of Wall Street , and Blood Trap .",False
15,"Derby County ' s debut appearance as a right half was played by Oscar Moore , an English player who was born 23 March 1960 and lived until the age of 12 . He made his debut for the team in the League Cup against Bolton Wanderers on 5 September 1978 . He was also part of the FA Cup winning roster in 1981 .",True
16,"HaeIII is one of several restriction enzyme inhibitors that have been created to treat infections such as diabetes , cardiovascular disease , cancer , obesity , and other conditions . The most commonly used inhibitory drugs are theophylline ( HaeI - A ) , phenylbutazone ( HAEIII ) , which inhibit catecholchollipidsäure ( CHL - 1D ) and 5 - HTDNA for various purposes .",False
17,"A Singaporean politician , Eleanor Wong Siew Yin ( born on February 1 , 1959 ) served as a Member of Parliament for the Pasir Ris - Punggol GRC electorate from 2011 to 2019 . She is wife to Minister for Social and Family Development Desmond Lee .",False
18,"Born in London , England , on 21 May 1859 , Commissioner John Aiken Carleton was a British colonial administrator who served as the first commissioner of the East African Protectorate ( 1918 - 1919 ) .",True
19,"Manchester United ' s academy accepted Gary Patrick Waddock , an English retired player who played as a central midfielder . He was born in Manchester on 17 January 1982 .",False
20,"In Nordmarka , Skne County , Sweden , the Rdkleiva is a hill that has varying lengths , widths and heights . It is the highest mountain in the area and lies at an elevation above sea level .",False
21,I ' ve been to the Mohaka stream in New Zealand twice and it ' s obviously worth a trip .,True
22,Patients ' ability to tolerate their daily caloric consumption without significant side effects is referred to as acceptable . A TDI of 20 % is regarded an excess and may be indicated for therapy .,True
23,"The technique of stealing alcohol from a bottle involves opening and draining whisky into ice , which is then continued with another glass . The glass is later closed and the whiskying is re - discontinued .",True
24,"John Buchan founded the Buchans Bakers , an amateur basketbasket team in 1881 . They played in the Edinburgh League and remained to be members of the same club from 1880 to 1894 .",False
25,"Xu Jing , an American artist and abstract expressionist , was born in China to a affluent family . Her artwork has been displayed internationally and is represented in the United States , England , and China .",False
26,The term currency battle or competitive devaluation of currency is utilized when a nations efforts to devalue its currency by expanding its own value in relation to another currency .,False
27,"Michael J . Pollard wrote and directed Sebastiane , a 1976 Latin - language British comedy film that was influenced by Jean Genet ' s French play of the same name and released by Columbia in the United States .",True
28,"A self bow or simple bow is a kind of bow that is often employed by archers for skill and hunting , as well as for sport . It is made of timber , leather , or metal and has no string ; it is used in combination with the footplate rather than the pointed point on the end of an archer ' s hand to make arrows into the archery . . .",True
29,"The American Civil War sees the first British officer , Sam Poo , who served as a private in one of the Royal Inniskilling Fusiliers . He was killed by the Confederate States of America on December 19 , 1865 .",False
30,"The line that used to run from the Podilsko - Vyhurivska route was t1 , which now serves as an interchange with the town center .",True
31,"Lew ' s ancestry can be traced back to Lee , who passed away on July 21 , 191 .",False
32,"Lathrop and Lula ( Buck ) Latham were born in Augusta County , Virginia , U . S . A . Earle O . Lather attended the Richmond School and graduated from the University of Virginia after moving to the area in 1910 .",True
33,"The Julian calendar ' s complete version of the month 898 ( DCCCXCVIII ) began on Wednesday ( link for information ) . Afterward , Emperor Taizong abdicated and was succeeded by his grandson .",False
34,"The Busan Gudeok Stadium , located in Busanne , South Korea , is a multi - purpose venue that is currently used for football games . It serves as the home ground for Gudesok FC , who are representatives of the Busans in the I - League .",False
35,"Interactionists , a group of experts in micro - sociology , think that the way people connect with others is determined by their contact with the environment .",True
36,"Estelle Liebling , an American artist who was affiliated with both the Chicago School and the Illinois School of Design , studied painting at the Art Institute of Chicago from 1903 to 1904 .",False
37,"If you ' re interested in Kristina frn Duvemla ( "" Kristina from Düsseldorf "" ) , please let us know .",False
38,"Kings County , Cali has a city named Corcoran , which means Corcan in Arizona and located in Cochise County .",False
39,"The goldsmith banker was a skilled trader who utilized the barter system , which involved selling their goods for craftsmen to make them available for purchase .",True
40,"When I was 16 , the only guy I knew who was a regular employee at the store where I worked as grocery manager ( initials ) was David Greig .",True
41,"Recorded at the famed London Town Hall in February 2000 , Unplugged . . . and Seated is an album crowded with live music featuring numerous of nowadays ' s finest British rock musicians and featuring classic songs from their careers .",True
42,"Dendragapus kunzii , which is situated in the Himalayan mountain range , is one of two closers and the other to be found within the genus Dendigaps .",True
43,"Halima ' s journey is a blend of Bosnian - Croatian - Serbian - Turkish - Russian , Russian - Russoy and Greek culture , as well as ethnic Iranian descent .",False
44,"Molly Erdman , born in 1974 , is an American author , artist , and designer who has written and illustrated several books for kids , including The Story of the Wizard of Oz , The Sage Sage , & The Magician , among others . Her work has been printed by The Hague .",False
45,"In 1914 , the Royal Artillery merged with the British Army to form Stirling Lines , a divisional formation referred as the "" Fullington "" or "" Tibur "" , which is part of the Scottish Highland Regiments . The unit was established by merging the two forces and being headed by Sir Richard Curran , serving in the Chief Executive of Northern Ireland for six years ( 1963 – 2007 ) .",True
46,The retired Soviet president Volodymyr Polishchuk was also the head of the Soviet secret police .,False
47,"The Prague Metro ' s Line A station , elivského , was opened in December 2011 .",False
48,"Amerika ' s second album , Dog Man Star , was released by BMG on March 21 , 2009 , and features Lil Wayne and Lilly B as guest artists . The album charted at number three on the Billboard 200 chart , selling 10 , 000 copies in its debut week .",True
49,"During the rule of Hedjkheperre Setepenre Shoshenq IV , the son of King Shakiru and his half uncle were seton named as prince .",False
50,"Patricia Lee Ramey , who was born on November 13 , 1950 , is an American singer - songwriter and guitarist . She has sell more than 20 million records worldwide and received a place in the Country Music Hall of Fame and the Grand Ole Opry . Loveless has additionally been released on various singles and EPs worldwide .",False
51,"Laxmi Narayan Singh , an Indian politician and son of the Jat leader and former chief minister of Uttar Pradesh Rajendra Singh was elected as the first member of their state ' s Legislative Assembly from the Jains .",True
52,"An ancient Athenian fesitval known as the Bendidia marked the town ' s anniversary . The event was a major occasion for the town , and it was the only occurrence of its kind .",True
53,"The son of the famed poet Nalayiram , Moovalur Ramamirtham ( born 1883 Romania ) was a Tamil poet and lyricist who penned the famous tune ' Nalayim ' in the Tamil dialect .",True
54,"The Thingia genus , which includes Thiania kohdei , is the smallest known species of spiders in the United States . See also List of Theridiidae species ( A - Z ) References for information on these spider genera .",False
55,The using of a philatelic cover involves the creation of an envelope that names the contents of the envelope before mail delivery . It is often employed by wealthy sellers to package boxes for shipment and by merchants who also use the same envelope for shipping .,True
56,"An Austrian named Friedrich Wilhelm Kuhnert , who was born in Vienna and raised by a painter , graduated from the Vienna Academy of Fine Arts in 1854 .",False
57,"The state road route , PA 3 ( PA 3 ) in the U . S . state of Pennsylvania , runs from Harrisburg , via the cities of Hershey , and ending at the eastern terminus of PA 619 and PA 8 .",False
58,"The Pavilion , also known as Hazard ' s World Arena , was an extensive theater that had a stage , orchestra pit , and balcony . The stage was circular in form , with the audience in lower half and the orchestra Pit in upper half . Hazard ’ s Pavilion was the first stage in history to have both this form of stage configuration and its own performance space .",True
59,"In 1871 , John Henry Walker becoming the first president of the Southern Pacific Railroad and later became a member of both the Senate and House of Representatives . He was also appointed to the United States House for the second term in 1874 after serving as governor from 1869 until 1881 .",False
60,"Since 1995 , Tallgrass Beef Company has been a leading presence in the beef and beef foods business . We have served over 1 , 000 customers in over 50 states and are always on the lookout for new opportunities to expand our reach .",False
61,"Canadian professional ice hockey footballer Jeff LeBlanc ( born February 9 , 1986 ) plays for the Hamilton Bulldogs of the Ontario Hockey League ( OHL ) , and has also played in the National Hockey league ( NHL ) with the Boston Bruins , Tampa Bay Lightning , and the Calgary Flames .",False
62,"Lee Petty Jr . led an American blues orchestra named Petti Enterprises , which was founded by trumpeter Lee "" Petty "" Payne in the mid - 1950s . The orchestra was based on and constituted many of the original members of their respective bands .",True
63,"Arthur James McLarney , an American politician who belonged to the Democratic Party and was born in Chicago , Illinois , worked as the first mayor of the cities from 1951 to 1955 .",False
64,"The British actor Mark Gregor Strang Donaldson , who was born on February 2 , 1946 , is better known for playing the Doctor in BBC television show Doctor Who and has also featured in multiple other TV series including The Bill , The Avengers ( 2001 film ) , The Blacklist ( 2002 movie ) and The Avengers : The Final Frontier .",False
65,"The science study of developmental psychology involves the examination of the brain and behaviour , as well as other areas of interest .",True
66,"The KCB is affiliated with AmeriCorps corps de ballet , which is a group of dancers who have spent 365 days playing in the Kansas City area . They get payment from both the state and other organizations for their shows .",False
67,"On May 2 , 193 ; and on January 31 , 2017 , Gerald David "" Lorenzo "" Music , aged 78 , passed away at his home in East Alton . Register for the Daily Journal or read more about his story .",False
68,"The Kerala killings , which is unrelated to thalassemia , has been a subject of ongoing interest in my reading for the previous week .",True
69,"In the District of Nenek , Bursa Province , Turkey there is a hamlet referred as Ra Meliga or Melega , which is separated from both the cities of and town of Beneksiye Knut .",False
70,"The capital city of County Waterford is situated in the south west of Ireland . It is also the only town in Europe with a name that encompasses ' a river ' , and the location of the River Lee , which is named after the Shannon River in County Limerick .",True
71,"The 19 - month - old , who has not been named , was caught for stealing sneakers from a supermarket in the town of Nueva Ecija .",True
72,"The harpsichord suite , which was composed by John Newton , an English cello composer , was released in 1794 . It is the only instance of a composition not to be written that does not include contrasting components such as timbral sounds and legatos .",True
73,"The tale of the caper is a subgenre within the detritivore category , where bugs that feed on dead something are called detritivores . However , this skill is not as easy for them as it should be .",True
74,"Comic book series : Snake ' n ' Bacon , created by writer Dan Slott , artist Dan Mora , and colorist Dan Didio , was the writing credit for producing Spider - Man : Into the World : Venom .",True
75,"The Florida House of Representatives elected Republican Leslie "" Les "" Merritt as their nominee in 2012 . He currently represents the 17th District of the State of Florida and his campaign website states that he has been a Republican for most of his political career .",False
76,"In 2013 , the film Burning Bush was released , which chronicles the Roman and Islamic reigns ' destruction of the ancient world .",False
77,"This aircraft was the first of its kind, known as the Heinkel-Hirth 109A or 111B, and was built by the Heidelberg-Hürth Aviation Company.",False
78,"The American anthropologist and author Heather Levi is known for her work on the history of the modern world . She has wrote over 20 books , notably The History of Modern World : A Reader ( 2006 ) .",True
79,"The Caribbean Sea is home to Acanthogonatus peniasco , a mygalomorph of the Anomalocaris genera from the family Anomieridae . It can be found in different places , notably the Bahamas , the Bahamians , and British Virgin Islands .",False
80,"Robert A . Heinlein ' s fantasy novels feature a recurring character called Halfrek , also known as Hallie . The protagonist is made up of half - breed half humans and half men .",False
81,"Vitamin E is a group of eight water - soluble vitamins that are essential for maintaining good skin , mucous membranes , ears , and bones . It has been shown that take the vitamin in moderation can increase the danger of hair cancer by increasing the probability of growing the cancer precursor protein . . .",False
82,"A extreme type of aphasia , global aposis , is when the brain loses its capacity to communicate . The losing of word ability in phlebitis is often caused by otical behavior .",True
83,"The French colony of Madagascar was under the leadership of George William Humphrey FRSC , an English - born British military colonel . He was born in London in 1713 and later became the first British general to serve as a army governor .",True
84,"Henry Havelock Oxley , an American politician , was born in New York City and spent his early life attending private schools on the East Side before moving to the United States Army . He graduated from the College of the Holy Cross after completing his studies at the age of 12 , as well as graduating in 1881 .",False
85,"In Greek mythology , the female god Henioche was referred to as such because she was the sister of Zeus and Hera . She was wed to Zeous and had two kids by Heraves . The god was also dubbed Hestia , Herazanese ' s son . Her husband , Zelius , had her two kids by Zacharias and his sister Anakoslegia ( who both were children of Herodapides ) .",True
86,"An unnamed person supposedly committed hate crime on January 12 , 2010 , by abducted three people . The victim was a black male who attended the school , and he was not the intended target .",True
87,"An urban park named Republic Square is situated in down town Dallas , Texas . It is home to the Republic square Mall and Theatre , which were built by the Dallas County Commissioners in 1976 .",True
88,"Alexey Grigoryevich Rodin , a Russian painter and sculptor born on December 5 , 1962 in Russia , has been displayed as member of the group .",False
89,"Geneviève Janssen - Pevtschin , sometimes called as "" Papa "" , was born in Paris and competed in the 1912 Summer Olympics . She won the all - around gold medal .",False
90,Our Awareness Course is designed to teach you everything you need to know about sales and equip you with the knowledge to start your own business . The course encompasses a broad variety of marketing topics from sales tactics to product development .,True
91,"Alexander Kuchonov , a Russian architect , built the Kuchon Pavilion in the 1930s to house the Russian State Opera and Ballet Theatre .",True
92,"The 1975 , an American indie roo duo , released "" Tongues "" as the third single from their second album , The 1974 ( 2017 ) . The track was written by Matty Healy and produced by Heally .",True
93,"Established in 1947 by the Pakistan Statistical Commission , The Pakistan Psysical Society ( PSS ) is the official accreditation body for the statistical profession in Pakistan . The PSS was the first accreditation organization for this profession ' s membership in Islamabad .",False
94,"The Miles Davis Quintet included Nelson "" Jack "" Edwards , an American jazz pianist born in Viennese in 1917 . He performed with the group from 1957 to 1962 and was the only musician to do so .",True
95,"The Sadler 29 , a well - famous British racing bicycle . I ' ve been riding them since 2012 and I haven ' t had any issues with the seat .",True
96,"The race that has escaped the greatest of the world , whether it ' s an older or elder race , is playing a game of science .",True
97,"The epoxy value is derived from the Epoxy equiv . , which is equal to the epoxy equivalent of the resin .",True
98,"The Stone Roses , created in 1993 , are the family of Gillian Norris , a British singer , actress and songwriter who has been producing tracks for them since the group ' s formation .",True
99,"Despite the hype surrounding The Nineties , I ' ve never feel such displeasure or disgust from any show .",True
100,"Hiroshi Takada ( born May 12 , 1972 ) Wakanoyama Heroshiko , born in Osaka Japan , is an actor who has featured in multiple movies including The Girl With the Dragon Tattoo and The Passion of the Christ .",False
101,"Bamboo , an award - nominated writer and illustrator , has produced a anthology of non - fiction stories about the world ' s most captivating creatures . The tales are perfectly illustrated and authored by hand .",True
102,"Christina Aguilera ' s fifth studio album , The Fame ( 2011 ) , was released with "" Something Beautiful "" , a track co - written by the American singer - singer and British producer Mark Ronson . It served as the third single in the collection .",False
103,"The first Bulgarian commander to serve in the Balkan Wars was Panayot Ivanov Hitov , a army leader who served from November 11 , 1830 until December 1 , 1891 .",False
104,"Florian Krampe , born in 1980 , is a German / Slovenian artist . His artwork has been showcased in multiple art exhibitions and group displays across Europe , notably the Venice Biennale , the Tate Modern , and the New York Stock Exchange .",False
105,"Elizabeth K . Scott , who was born on February 17 , 1891 , was an American politician and served as a member of the 8th District Missouri House of Representatives for two years beginning in 1919 . His birth details are listed below .",True
106,"Matvei Fyodorovich Shkiryatov , who was born on March 17 , 1956 in Russia , is a member of the Liberal Democratic Party of Russia and has also held political positions in other countries .",False
107,"The Screeb village , situated on the east side of the River Tamar , is a small village in Cornwall , England . It is situated to the west of Plymouth county town . The site is home to Sreech School , the largest school in the area .",True
108,"Barry Whitfield , a retired right - half footballer born on 10 April 1954 , played for his local side , Grimsby Town , before moving to the Merseyside team in 1976 . He made his debut on 21 August 1976 , having last played over 200 games during his professional career .",True
109,"Having been born in Toronto , Ontario and having been exposed to jazz music during his upbringing , Jay Bernstein gained a member of the Canadian Jazz Orchestra as one of its founding members .",True
110,"In economics , the Edgeworth theorem suggests that an individual ' s marginal utility is equal to the sum of their respective utility functions .",False
111,"The third single from Janet ' s album Jane , "" Diggin ' on You , "" was released by American r & b singer Jane Jackson on March 21 , 1993 . It was also the third song from her album called Jane T . I . E . M .",True
112,"A two - story , three bay brick structure with a side gable roof was constructed in 1875 and is now referred as Fendall Hall or the Young – DeWitt House in Fendingall , Mecklenburg County , North Carolina .",False
113,"The Tapajós , sometimes called as Suyá and Trans - Páramo , are a range of mountains that extends across the Andes in the Argentinean highlands . It is the most eastern half of the Cordillera and comprises the westernmost region .",False
114,"Caenolestidae includes the septacat and its relatives , as well as the lepta cat and others .",False
115,"On March 21 , 2009 , Matador Records released The War on Drugs ' second full - lengthed album , This Is Forever . The album includes guest performances by members of The war on cocaine , band Thewarondies , and the cops force Greenwich Criminal Division .",True
116,"Can you identify the Alburnus belvica and its unique species , the Prespa bleak ? I ' ve been searching for one of those for decades , but haven ' t found one that has bright purple tips .",True
117,"Lauren Cohan , a British - Americana singer - songwriter and actress , is the lead vocalist of The War on Drugs and has been creating bands in the indie genre since 2008 . Her songs has gained comparisons with that of the alternative pop act the War On Drug .",True
118,"Canned Ice Cream Records released their twelfth release , Reheated , on March 21 , 2009 , which marked the group ' s third studio album since their hiatus . The album includes guest performances by members of The War on Drugs and The war on cocaine as well as Lady Lou Reed from The Who Lover , who also sang in songs like Lollapalooza and Meatball , respectively .",True
119,"The Suárez River , previously known as Saravita , is the main river of the Iberian Peninsula . It has a basin that measures approximately half an inch in length and about two inches in width . In particular , it rises at the easternmost point of this area .",True
120,"Jessie Mae Robinson , an American singer - singer , was born in Louisville , Kentucky on October 18 , 1891 and later joined the Dixie Girls . She went by the name Booker before her death in 1971 .",False
121,"Satyajit Ray directed the 1971 Indian Bollywood movie Andaz , which was titled the first time "" India "" was used in its name . It is also the only film to feature the word "" Indias "" and has the title of the second - longest ever written .",False
122,"Karen Kohanowich , a retired U . S . Naval intelligence officer , has worked for the Central Intelligence Agency and the Office of the Director of National Intelgence . She has additionally written essays for various news outlets notably the New York Times , Washington Post , Los Angeles Times ( notably Black Lives Matter ) , and Chicago Tribune . Her appearances on CNN , BBC , and ITV are remarkable .",False
123,"The Komchén community , located in the Yucatan Peninsula of Mexico ' s Mérida Municipality , is home to the world ' largest hydroelectric power plant , the Komchen Dam . It is also the location of the reservoir of Navajo Cove Natural Park .",False
124,"Porto ' s highest mountain is the Naranjo de Bulnes , sometimes called Picu de ngelo in Portuguese . For more information on other mountains in Portugal , refer to the list of references .",False
125,"The Chinese nickname Bei Bei is t , which means "" T "" , "" s , "" and "" p "" in English .",False
126,"The Northside area of Detroit , Michigan , United States , was home to Arnold Field , a baseball park where the Detroit Tigers and Detroit Bears were both housed from 1912 to 1934 and 1951 . The park was also known as Armstrong Field at one time .",True
127,"Henry "" Hank "" A . Crumpton , born in Detroit , Michigan in 1957 , holds the post of chairman at the National Association of Black Journalists ( NABJ ) and was elected as the NABJ chairman in 2014 .",False
128,The USAC Championship witnessed the Daytona 100.,False
129,"Richard Paull Septimus Burt , sometimes famous as the "" King of the North "" for his participation in the War of 1812 , was a British military colonel who led an military to victory in American War Of Independence .",True
130,"The "" bird of prey "" is the scientific word for Archaeopteryx , which was also known as feathered . It was the first animal to have feathers .",True
131,"William Rashleigh , born in London , England and passed away in December 1941 , was an English cricketer who played a debut for the club . He was known for his fast - moving , right - handed batsman and strong bowling ability .",False
132,"The third single from America ' s third studio album , The American Dream ( 1998 ) , was titled "" ( Rap ) Superstar "" , and it entered top three on the Billboard Hot 100 .",True
133,"Nadezhda Andreevna Udaltsova , a author and translator who worked in both Soviet and Russian , was born in Nizhnikova on December 29 , 1934 , but is most recognized for her work in children ' s literature .",False
134,The Woman ' s Tribune was an American newsweekly publication that began life as a subsidiary of the Chicago Tribune and ran from 1894 to 1920 .,True
135,"Hannity , an American conservative teleprompter operator , has never been a conservative himself .",True
136,Is it physical injury or a disease that the user has experienced ?,True
137,"The 19th century seen the using of Gustav as a name for five tropicallights , which were named after the first night of solar , lunar , and solar eclipses .",True
138,"Born on 8 May 1969 in London , John Carl Maynard is a member of the family .",False
139,"The wealthy will seek Rye , a seaside town in Greater Victorian , to be the perfect escape from the cities and away from one another .",True
140,The life and career of Silas Boxley Mason II can be traced back to his service as a member of the Missouri House of Representatives for the 7th District from 1919 to 1927 . He also held the post of county judge in Jackson County from 1926 to 1936 .,True
141,"Jaafar Muhammad an - Nimeiry , who was also known as Abu - Muhammad , worked as the Minister of Foreign Affairs of Egypt from 18 January to 15 October 1952 , when he was succeeded by Ahmed Naguib .",False
142,"Born in London on September 11 , 1924 , Ernest Tomlinson MBE was a member of the British Labour Party and served as the Member of Parliament for Stretford and Urmston from 1950 to 1974 .",False
143,A register to play centre called the Langley Events Centre offers a chance for people to getting involved in the sport by playing for free for 365 days . I ' ve been playing there for several months and it ' s really helping me feel good about it .,True
144,"The American politician Endicott Peabody ( February 15 , 1920 – Deceased ) served as a member of the New York State Assembly from the 16th District between 1957 and 1962 . His birthplace was Endocott , New Jersey , in 1920 , and he graduated from Central High School in 1925 .",False
145,"For the previous 40 years , a variety of studies have been researching the slime - drinking salamander , Lethodon kiamichi , which is the only known species in the world to produce and consume human mucus .",True
146,"Richard Serra , an American actor who was born on November 2 , 1938 , is most recognized for his character as the title protagonist in The Untouchables from the 1970s TV series . He has also featured in multiple movies such as The French Connection ( 1984 ) , The Godfather Part II ( 1974 ) , and Heartbreak ( 1972 ) , among others .",False
147,"Harper & Row released the book Floor Games in 1985 , which chronicles the history of the company .",False
148,"The Tethysaurinae are a group of early reptile ancestors that form mosasaves . The family has been divided into three groups : the Tethalagus , Methiosauridah , and Tertiaryagium tuberculina ; the Dermochelysinabae and Phrygmyzoana subfamidas .",False
149,"Juliana Hatfield , an American born on July 27 , 1967 , is a singer , songwriter , and actress who is most recognized for her work with The Pixies , the rock group that earned her pyschological award Best Alternative Music Album for their song The Downward Spiral . She has additionally been recognized as emeritus of two Grammy Award - losing artists : Lenor where she appeared in films such as Coppell , Metallica , Bon Jovi or Tour de France .",False
150,"A picture by John Constable , taken in 1660 and painted in the early 1880s , entitled The Physician ' s Visit , is displayed at the Tate Gallery in London . The piece depicts physician John Dee practicing the usual examination of the patient on his own private terms .",True
151,"The government has opted to proceed with the Polyglot Petition for Home Protectio , as reported by Dr . Robert E . Kaplan , our colleague and friend .",True
152,"Thomas Welsh , an American politician , was born in New York City and served in the U . S . House of Representatives from 1852 to 1855 . He then became the county judge of Nassau County between 18 55 and 1857 .",False
